,Delta_18O,Delta_D,Latitude,Longitude,TIMESTAMP
0,-9.98,-73.57,32.054N,-64.430E,201208162215
1,-9.96,-74.02,32.054N,-64.430E,201208162230
2,-10.33,-76.59,32.054N,-64.430E,201208162245
3,-10.37,-76.63,32.054N,-64.430E,201208162300
4,-10.44,-76.76,32.054N,-64.430E,201208162315
5,-10.43,-76.64,32.054N,-64.430E,201208162330
6,-10.41,-76.19,32.054N,-64.430E,201208162345
7,-10.37,-75.67,32.054N,-64.430E,201208170000
8,-10.33,-75.8,32.054N,-64.430E,201208170015
9,-10.23,-75.88,32.054N,-64.430E,201208170030
10,-10.12,-75.06,32.054N,-64.430E,201208170045
11,-10.04,-74.66,32.054N,-64.430E,201208170100
12,-10.09,-74.96,32.054N,-64.430E,201208170115
13,-9.95,-74.43,32.054N,-64.430E,201208170130
14,-10.05,-75.05,32.054N,-64.430E,201208170145
15,-10.21,-76.13,32.054N,-64.430E,201208170200
16,-10.07,-75.25,32.054N,-64.430E,201208170215
17,-10.27,-76.06,32.054N,-64.430E,201208170230
18,-10.51,-77.25,32.054N,-64.430E,201208170245
19,-10.43,-76.85,32.054N,-64.430E,201208170300
20,-10.52,-77.5,32.054N,-64.430E,201208170315
21,-10.55,-77.77,32.054N,-64.430E,201208170330
22,-10.56,-77.91,32.054N,-64.430E,201208170345
23,-10.38,-76.51,32.054N,-64.430E,201208170400
24,-10.56,-77.63,32.054N,-64.430E,201208170415
25,-10.52,-77.47,32.054N,-64.430E,201208170430
26,-10.47,-77.13,32.054N,-64.430E,201208170445
27,-10.51,-77.49,32.054N,-64.430E,201208170500
32,-10.25,-76.93,32.054N,-64.430E,201208170615
33,-10.28,-76.08,32.054N,-64.430E,201208170630
34,-10.42,-76.84,32.054N,-64.430E,201208170645
35,-10.36,-76.41,32.054N,-64.430E,201208170700
36,-10.44,-76.77,32.054N,-64.430E,201208170715
37,-10.36,-76.38,32.054N,-64.430E,201208170730
38,-10.42,-77.01,32.054N,-64.430E,201208170745
39,-10.43,-77.0,32.054N,-64.430E,201208170800
40,-10.46,-77.1,32.054N,-64.430E,201208170815
41,-10.51,-77.42,32.054N,-64.430E,201208170830
42,-10.5,-77.27,32.054N,-64.430E,201208170845
43,-10.6,-77.73,32.054N,-64.430E,201208170900
44,-10.59,-77.93,32.054N,-64.430E,201208170915
45,-10.59,-78.03,32.054N,-64.430E,201208170930
46,-10.67,-78.29,32.054N,-64.430E,201208170945
47,-10.65,-78.3,32.054N,-64.430E,201208171000
48,-10.59,-78.08,32.054N,-64.430E,201208171015
49,-10.72,-78.89,32.054N,-64.430E,201208171030
50,-10.78,-79.36,32.054N,-64.430E,201208171045
51,-10.73,-78.92,32.054N,-64.430E,201208171100
52,-10.71,-78.83,32.054N,-64.430E,201208171115
53,-10.76,-79.19,32.054N,-64.430E,201208171130
54,-10.8,-79.52,32.054N,-64.430E,201208171145
55,-10.93,-80.18,32.054N,-64.430E,201208171200
60,-10.96,-80.81,32.054N,-64.430E,201208171315
61,-10.94,-80.24,32.054N,-64.430E,201208171330
62,-10.88,-79.73,32.054N,-64.430E,201208171345
63,-10.95,-79.71,32.054N,-64.430E,201208171400
64,-10.99,-80.27,32.054N,-64.430E,201208171415
65,-11.01,-80.22,32.054N,-64.430E,201208171430
66,-10.99,-79.93,32.054N,-64.430E,201208171445
67,-11.04,-80.26,32.054N,-64.430E,201208171500
68,-11.03,-80.29,32.054N,-64.430E,201208171515
69,-11.02,-80.3,32.054N,-64.430E,201208171530
70,-10.97,-79.59,32.054N,-64.430E,201208171545
71,-10.95,-79.59,32.054N,-64.430E,201208171600
72,-10.97,-79.79,32.054N,-64.430E,201208171615
73,-10.96,-79.79,32.054N,-64.430E,201208171630
74,-10.89,-79.22,32.054N,-64.430E,201208171645
75,-10.95,-79.48,32.054N,-64.430E,201208171700
76,-10.96,-79.78,32.054N,-64.430E,201208171715
77,-10.94,-79.38,32.054N,-64.430E,201208171730
78,-10.97,-79.55,32.054N,-64.430E,201208171745
79,-10.87,-79.21,32.054N,-64.430E,201208171800
80,-10.88,-79.12,32.054N,-64.430E,201208171815
81,-10.85,-78.84,32.054N,-64.430E,201208171830
82,-10.76,-78.7,32.054N,-64.430E,201208171845
83,-10.58,-77.84,32.054N,-64.430E,201208171900
84,-10.59,-77.87,32.054N,-64.430E,201208171915
88,-10.98,-80.54,32.054N,-64.430E,201208172015
89,-10.98,-80.24,32.054N,-64.430E,201208172030
90,-11.04,-80.29,32.054N,-64.430E,201208172045
91,-11.01,-80.08,32.054N,-64.430E,201208172100
92,-11.03,-80.19,32.054N,-64.430E,201208172115
93,-11.02,-80.02,32.054N,-64.430E,201208172130
94,-11.09,-80.5,32.054N,-64.430E,201208172145
95,-11.09,-80.58,32.054N,-64.430E,201208172200
96,-11.07,-80.26,32.054N,-64.430E,201208172215
97,-11.16,-80.93,32.054N,-64.430E,201208172230
98,-11.27,-81.72,32.054N,-64.430E,201208172245
99,-11.11,-80.57,32.054N,-64.430E,201208172300
100,-11.03,-79.94,32.054N,-64.430E,201208172315
101,-11.16,-80.6,32.054N,-64.430E,201208172330
102,-11.13,-80.6,32.054N,-64.430E,201208172345
103,-11.03,-79.95,32.054N,-64.430E,201208180000
104,-11.07,-80.33,32.054N,-64.430E,201208180015
105,-11.23,-81.2,32.054N,-64.430E,201208180030
106,-11.17,-80.97,32.054N,-64.430E,201208180045
107,-11.14,-80.75,32.054N,-64.430E,201208180100
108,-11.05,-80.29,32.054N,-64.430E,201208180115
109,-11.01,-79.89,32.054N,-64.430E,201208180130
110,-10.87,-78.33,32.054N,-64.430E,201208180145
111,-11.01,-79.33,32.054N,-64.430E,201208180200
116,-11.08,-80.18,32.054N,-64.430E,201208180315
117,-11.11,-80.07,32.054N,-64.430E,201208180330
118,-11.09,-79.69,32.054N,-64.430E,201208180345
119,-11.23,-80.39,32.054N,-64.430E,201208180400
120,-11.28,-80.34,32.054N,-64.430E,201208180415
121,-11.24,-79.9,32.054N,-64.430E,201208180430
122,-11.26,-79.85,32.054N,-64.430E,201208180445
123,-11.3,-79.95,32.054N,-64.430E,201208180500
124,-11.31,-79.86,32.054N,-64.430E,201208180515
125,-11.28,-79.62,32.054N,-64.430E,201208180530
126,-11.31,-79.75,32.054N,-64.430E,201208180545
127,-11.33,-79.91,32.054N,-64.430E,201208180600
128,-11.33,-80.07,32.054N,-64.430E,201208180615
129,-11.35,-80.41,32.054N,-64.430E,201208180630
130,-11.36,-80.66,32.054N,-64.430E,201208180645
131,-11.45,-81.38,32.054N,-64.430E,201208180700
132,-11.42,-81.28,32.054N,-64.430E,201208180715
133,-11.44,-81.43,32.054N,-64.430E,201208180730
138,-11.04,-79.17,32.054N,-64.430E,201208180845
139,-10.87,-77.3,32.054N,-64.430E,201208180900
140,-10.85,-76.87,32.054N,-64.430E,201208180915
141,-10.69,-75.65,32.054N,-64.430E,201208180930
142,-10.71,-75.48,32.054N,-64.430E,201208180945
143,-11.13,-77.84,32.054N,-64.430E,201208181000
144,-11.59,-81.5,32.054N,-64.430E,201208181015
145,-11.62,-81.9,32.054N,-64.430E,201208181030
146,-11.56,-81.32,32.054N,-64.430E,201208181045
147,-11.45,-80.02,32.054N,-64.430E,201208181100
148,-11.42,-79.42,32.054N,-64.430E,201208181115
149,-11.18,-77.58,32.054N,-64.430E,201208181130
150,-10.94,-76.05,32.054N,-64.430E,201208181145
151,-10.79,-74.76,32.054N,-64.430E,201208181200
152,-10.74,-74.91,32.054N,-64.430E,201208181215
172,-10.52,-74.24,32.054N,-64.430E,201208181715
173,-10.53,-74.72,32.054N,-64.430E,201208181730
174,-10.52,-74.68,32.054N,-64.430E,201208181745
175,-10.45,-74.53,32.054N,-64.430E,201208181800
176,-10.49,-74.27,32.054N,-64.430E,201208181815
177,-10.51,-74.34,32.054N,-64.430E,201208181830
178,-10.54,-74.75,32.054N,-64.430E,201208181845
179,-10.41,-74.94,32.054N,-64.430E,201208181900
180,-10.5,-74.95,32.054N,-64.430E,201208181915
181,-10.3,-75.0,32.054N,-64.430E,201208181930
182,-10.17,-74.44,32.054N,-64.430E,201208181945
183,-10.34,-74.34,32.054N,-64.430E,201208182000
184,-10.39,-74.38,32.054N,-64.430E,201208182015
185,-10.45,-74.65,32.054N,-64.430E,201208182030
186,-10.46,-74.78,32.054N,-64.430E,201208182045
187,-10.51,-75.05,32.054N,-64.430E,201208182100
188,-10.41,-74.43,32.054N,-64.430E,201208182115
189,-10.34,-74.07,32.054N,-64.430E,201208182130
190,-10.22,-73.37,32.054N,-64.430E,201208182145
191,-10.12,-73.14,32.054N,-64.430E,201208182200
192,-9.98,-72.54,32.054N,-64.430E,201208182215
193,-9.97,-72.44,32.054N,-64.430E,201208182230
194,-10.03,-72.65,32.054N,-64.430E,201208182245
195,-10.0,-72.45,32.054N,-64.430E,201208182300
196,-10.03,-72.46,32.054N,-64.430E,201208182315
197,-9.98,-72.25,32.054N,-64.430E,201208182330
198,-9.94,-72.12,32.054N,-64.430E,201208182345
199,-9.93,-71.97,32.054N,-64.430E,201208190000
200,-9.94,-72.08,32.054N,-64.430E,201208190015
201,-9.93,-71.89,32.054N,-64.430E,201208190030
202,-9.83,-71.45,32.054N,-64.430E,201208190045
203,-9.8,-71.27,32.054N,-64.430E,201208190100
207,-9.58,-71.33,32.054N,-64.430E,201208190200
208,-9.53,-70.76,32.054N,-64.430E,201208190215
209,-9.55,-70.63,32.054N,-64.430E,201208190230
210,-9.49,-70.3,32.054N,-64.430E,201208190245
211,-9.5,-70.32,32.054N,-64.430E,201208190300
212,-9.46,-70.0,32.054N,-64.430E,201208190315
213,-9.46,-70.0,32.054N,-64.430E,201208190330
214,-9.5,-70.35,32.054N,-64.430E,201208190345
215,-9.52,-70.29,32.054N,-64.430E,201208190400
216,-9.48,-70.14,32.054N,-64.430E,201208190415
217,-9.53,-70.4,32.054N,-64.430E,201208190430
218,-9.53,-70.43,32.054N,-64.430E,201208190445
219,-9.51,-70.22,32.054N,-64.430E,201208190500
220,-9.53,-70.46,32.054N,-64.430E,201208190515
221,-9.53,-70.36,32.054N,-64.430E,201208190530
222,-9.57,-70.68,32.054N,-64.430E,201208190545
223,-9.55,-70.31,32.054N,-64.430E,201208190600
224,-9.59,-70.53,32.054N,-64.430E,201208190615
225,-9.63,-70.63,32.054N,-64.430E,201208190630
226,-9.67,-70.68,32.054N,-64.430E,201208190645
227,-9.76,-71.22,32.054N,-64.430E,201208190700
228,-9.79,-71.42,32.054N,-64.430E,201208190715
229,-9.77,-71.28,32.054N,-64.430E,201208190730
230,-9.84,-71.37,32.054N,-64.430E,201208190745
231,-9.93,-71.9,32.054N,-64.430E,201208190800
232,-9.94,-71.96,32.054N,-64.430E,201208190815
233,-9.95,-72.0,32.054N,-64.430E,201208190830
238,-10.04,-72.92,32.054N,-64.430E,201208190945
239,-10.07,-72.88,32.054N,-64.430E,201208191000
240,-10.1,-72.87,32.054N,-64.430E,201208191015
241,-10.12,-73.07,32.054N,-64.430E,201208191030
242,-10.1,-72.79,32.054N,-64.430E,201208191045
243,-10.1,-72.79,32.054N,-64.430E,201208191100
244,-10.16,-72.93,32.054N,-64.430E,201208191115
245,-10.17,-73.08,32.054N,-64.430E,201208191130
246,-10.21,-73.27,32.054N,-64.430E,201208191145
247,-10.19,-73.03,32.054N,-64.430E,201208191200
248,-10.23,-73.28,32.054N,-64.430E,201208191215
249,-10.23,-73.39,32.054N,-64.430E,201208191230
250,-10.27,-73.23,32.054N,-64.430E,201208191245
251,-10.29,-73.76,32.054N,-64.430E,201208191300
252,-10.32,-73.88,32.054N,-64.430E,201208191315
253,-10.38,-74.05,32.054N,-64.430E,201208191330
254,-10.35,-73.83,32.054N,-64.430E,201208191345
255,-10.34,-73.76,32.054N,-64.430E,201208191400
256,-10.35,-73.5,32.054N,-64.430E,201208191415
257,-10.36,-73.62,32.054N,-64.430E,201208191430
258,-10.36,-73.63,32.054N,-64.430E,201208191445
259,-10.37,-73.51,32.054N,-64.430E,201208191500
260,-10.4,-73.46,32.054N,-64.430E,201208191515
261,-10.44,-73.69,32.054N,-64.430E,201208191530
262,-10.41,-73.75,32.054N,-64.430E,201208191545
263,-10.44,-73.83,32.054N,-64.430E,201208191600
264,-10.42,-73.34,32.054N,-64.430E,201208191615
268,-10.56,-74.8,32.054N,-64.430E,201208191715
269,-10.59,-74.85,32.054N,-64.430E,201208191730
270,-10.66,-75.05,32.054N,-64.430E,201208191745
271,-10.73,-75.04,32.054N,-64.430E,201208191800
272,-10.76,-75.01,32.054N,-64.430E,201208191815
273,-10.77,-75.06,32.054N,-64.430E,201208191830
274,-10.78,-74.96,32.054N,-64.430E,201208191845
275,-10.87,-76.01,32.054N,-64.430E,201208191900
276,-10.78,-75.15,32.054N,-64.430E,201208191915
277,-10.77,-75.38,32.054N,-64.430E,201208191930
278,-10.68,-75.17,32.054N,-64.430E,201208191945
279,-10.65,-74.89,32.054N,-64.430E,201208192000
280,-10.57,-74.21,32.054N,-64.430E,201208192015
281,-10.56,-74.18,32.054N,-64.430E,201208192030
282,-10.54,-74.26,32.054N,-64.430E,201208192045
283,-10.48,-73.76,32.054N,-64.430E,201208192100
284,-10.47,-73.57,32.054N,-64.430E,201208192115
285,-10.45,-73.38,32.054N,-64.430E,201208192130
286,-10.47,-73.33,32.054N,-64.430E,201208192145
287,-10.52,-73.6,32.054N,-64.430E,201208192200
288,-10.54,-73.69,32.054N,-64.430E,201208192215
289,-10.55,-73.83,32.054N,-64.430E,201208192230
290,-10.6,-73.89,32.054N,-64.430E,201208192245
291,-10.59,-73.77,32.054N,-64.430E,201208192300
295,-10.38,-73.63,32.054N,-64.430E,201208200000
296,-10.41,-73.55,32.054N,-64.430E,201208200015
297,-10.51,-74.16,32.054N,-64.430E,201208200030
298,-10.53,-74.28,32.054N,-64.430E,201208200045
299,-10.5,-73.99,32.054N,-64.430E,201208200100
300,-10.44,-73.63,32.054N,-64.430E,201208200115
301,-10.45,-73.41,32.054N,-64.430E,201208200130
302,-10.47,-73.55,32.054N,-64.430E,201208200145
303,-10.51,-73.87,32.054N,-64.430E,201208200200
304,-10.52,-74.05,32.054N,-64.430E,201208200215
305,-10.58,-74.48,32.054N,-64.430E,201208200230
306,-10.64,-75.08,32.054N,-64.430E,201208200245
307,-10.74,-75.78,32.054N,-64.430E,201208200300
308,-10.82,-76.04,32.054N,-64.430E,201208200315
309,-10.78,-75.15,32.054N,-64.430E,201208200330
310,-10.75,-74.77,32.054N,-64.430E,201208200345
311,-10.76,-74.62,32.054N,-64.430E,201208200400
312,-10.79,-74.75,32.054N,-64.430E,201208200415
313,-10.74,-74.55,32.054N,-64.430E,201208200430
314,-10.78,-74.92,32.054N,-64.430E,201208200445
315,-10.84,-75.63,32.054N,-64.430E,201208200500
316,-10.89,-75.99,32.054N,-64.430E,201208200515
317,-10.89,-75.87,32.054N,-64.430E,201208200530
318,-10.76,-74.68,32.054N,-64.430E,201208200545
319,-10.77,-74.72,32.054N,-64.430E,201208200600
320,-10.77,-74.73,32.054N,-64.430E,201208200615
321,-10.85,-75.27,32.054N,-64.430E,201208200630
322,-10.88,-75.68,32.054N,-64.430E,201208200645
323,-10.81,-75.44,32.054N,-64.430E,201208200700
324,-10.79,-75.04,32.054N,-64.430E,201208200715
325,-10.81,-75.11,32.054N,-64.430E,201208200730
326,-10.81,-75.02,32.054N,-64.430E,201208200745
327,-10.82,-75.08,32.054N,-64.430E,201208200800
331,-10.7,-75.31,32.054N,-64.430E,201208200900
355,-10.5,-72.95,32.054N,-64.430E,201208201500
356,-10.52,-72.69,32.054N,-64.430E,201208201515
357,-10.57,-72.87,32.054N,-64.430E,201208201530
358,-10.6,-72.92,32.054N,-64.430E,201208201545
359,-10.65,-73.24,32.054N,-64.430E,201208201600
375,-10.67,-73.16,32.054N,-64.430E,201208202000
376,-10.77,-73.78,32.054N,-64.430E,201208202015
377,-10.88,-74.81,32.054N,-64.430E,201208202030
378,-10.78,-73.84,32.054N,-64.430E,201208202045
379,-10.79,-73.9,32.054N,-64.430E,201208202100
380,-10.73,-73.5,32.054N,-64.430E,201208202115
381,-10.77,-73.89,32.054N,-64.430E,201208202130
382,-10.81,-74.21,32.054N,-64.430E,201208202145
383,-10.84,-74.29,32.054N,-64.430E,201208202200
384,-10.88,-74.52,32.054N,-64.430E,201208202215
385,-10.88,-74.51,32.054N,-64.430E,201208202230
386,-10.89,-74.44,32.054N,-64.430E,201208202245
387,-10.88,-74.44,32.054N,-64.430E,201208202300
388,-10.9,-74.19,32.054N,-64.430E,201208202315
389,-10.99,-74.87,32.054N,-64.430E,201208202330
390,-10.9,-74.18,32.054N,-64.430E,201208202345
391,-10.97,-74.57,32.054N,-64.430E,201208210000
392,-10.98,-74.55,32.054N,-64.430E,201208210015
393,-10.98,-74.51,32.054N,-64.430E,201208210030
394,-11.08,-75.18,32.054N,-64.430E,201208210045
395,-11.08,-74.89,32.054N,-64.430E,201208210100
396,-11.05,-74.49,32.054N,-64.430E,201208210115
401,-11.28,-76.0,32.054N,-64.430E,201208210230
402,-11.23,-75.32,32.054N,-64.430E,201208210245
403,-11.2,-75.06,32.054N,-64.430E,201208210300
404,-11.2,-75.35,32.054N,-64.430E,201208210315
405,-11.18,-74.97,32.054N,-64.430E,201208210330
406,-11.16,-75.53,32.054N,-64.430E,201208210345
407,-11.15,-75.64,32.054N,-64.430E,201208210400
408,-11.12,-75.56,32.054N,-64.430E,201208210415
409,-11.05,-75.04,32.054N,-64.430E,201208210430
410,-11.01,-74.94,32.054N,-64.430E,201208210445
411,-10.9,-74.6,32.054N,-64.430E,201208210500
412,-10.94,-75.3,32.054N,-64.430E,201208210515
413,-10.97,-75.67,32.054N,-64.430E,201208210530
414,-10.99,-75.69,32.054N,-64.430E,201208210545
415,-10.9,-74.71,32.054N,-64.430E,201208210600
416,-10.87,-73.91,32.054N,-64.430E,201208210615
417,-10.85,-73.88,32.054N,-64.430E,201208210630
418,-10.79,-73.57,32.054N,-64.430E,201208210645
419,-10.76,-73.22,32.054N,-64.430E,201208210700
420,-11.0,-73.58,32.054N,-64.430E,201208210715
421,-11.02,-73.68,32.054N,-64.430E,201208210730
422,-10.98,-73.57,32.054N,-64.430E,201208210745
439,-10.82,-73.22,32.054N,-64.430E,201208211200
440,-10.77,-72.67,32.054N,-64.430E,201208211215
441,-10.74,-72.32,32.054N,-64.430E,201208211230
442,-10.71,-72.21,32.054N,-64.430E,201208211245
443,-10.7,-72.04,32.054N,-64.430E,201208211300
444,-10.73,-72.4,32.054N,-64.430E,201208211315
445,-10.81,-72.87,32.054N,-64.430E,201208211330
446,-10.78,-72.57,32.054N,-64.430E,201208211345
447,-10.85,-73.09,32.054N,-64.430E,201208211400
448,-10.84,-73.04,32.054N,-64.430E,201208211415
449,-10.85,-73.04,32.054N,-64.430E,201208211430
450,-10.93,-73.63,32.054N,-64.430E,201208211445
451,-10.89,-73.43,32.054N,-64.430E,201208211500
452,-10.87,-73.29,32.054N,-64.430E,201208211515
453,-10.87,-73.3,32.054N,-64.430E,201208211530
454,-11.01,-74.35,32.054N,-64.430E,201208211545
455,-11.0,-74.45,32.054N,-64.430E,201208211600
456,-10.87,-73.71,32.054N,-64.430E,201208211615
457,-10.8,-72.97,32.054N,-64.430E,201208211630
461,-10.98,-75.38,32.054N,-64.430E,201208211730
462,-10.96,-74.62,32.054N,-64.430E,201208211745
463,-10.93,-73.79,32.054N,-64.430E,201208211800
464,-10.98,-74.34,32.054N,-64.430E,201208211815
465,-11.0,-74.9,32.054N,-64.430E,201208211830
466,-10.91,-73.98,32.054N,-64.430E,201208211845
467,-10.89,-73.62,32.054N,-64.430E,201208211900
468,-10.89,-73.83,32.054N,-64.430E,201208211915
469,-10.97,-74.5,32.054N,-64.430E,201208211930
470,-10.97,-74.65,32.054N,-64.430E,201208211945
471,-10.9,-74.15,32.054N,-64.430E,201208212000
472,-10.94,-74.63,32.054N,-64.430E,201208212015
473,-11.02,-74.92,32.054N,-64.430E,201208212030
474,-10.99,-74.57,32.054N,-64.430E,201208212045
475,-10.88,-73.81,32.054N,-64.430E,201208212100
476,-10.93,-74.13,32.054N,-64.430E,201208212115
477,-10.91,-73.95,32.054N,-64.430E,201208212130
478,-10.85,-73.75,32.054N,-64.430E,201208212145
479,-10.7,-72.99,32.054N,-64.430E,201208212200
480,-10.77,-73.22,32.054N,-64.430E,201208212215
481,-10.8,-73.36,32.054N,-64.430E,201208212230
482,-10.74,-73.07,32.054N,-64.430E,201208212245
483,-10.75,-72.98,32.054N,-64.430E,201208212300
484,-10.67,-72.64,32.054N,-64.430E,201208212315
485,-10.74,-73.07,32.054N,-64.430E,201208212330
486,-10.85,-73.9,32.054N,-64.430E,201208212345
487,-10.86,-73.7,32.054N,-64.430E,201208220000
488,-10.91,-74.26,32.054N,-64.430E,201208220015
489,-10.84,-73.65,32.054N,-64.430E,201208220030
490,-10.77,-73.2,32.054N,-64.430E,201208220045
491,-10.77,-72.87,32.054N,-64.430E,201208220100
496,-10.81,-72.73,32.054N,-64.430E,201208220215
497,-10.88,-72.88,32.054N,-64.430E,201208220230
498,-10.68,-71.38,32.054N,-64.430E,201208220245
499,-10.69,-71.23,32.054N,-64.430E,201208220300
500,-10.84,-72.25,32.054N,-64.430E,201208220315
501,-10.88,-72.83,32.054N,-64.430E,201208220330
502,-10.85,-72.7,32.054N,-64.430E,201208220345
503,-10.88,-72.9,32.054N,-64.430E,201208220400
504,-10.89,-73.13,32.054N,-64.430E,201208220415
505,-10.9,-73.34,32.054N,-64.430E,201208220430
506,-10.86,-72.87,32.054N,-64.430E,201208220445
507,-10.84,-72.83,32.054N,-64.430E,201208220500
508,-10.84,-72.91,32.054N,-64.430E,201208220515
509,-10.87,-73.19,32.054N,-64.430E,201208220530
510,-10.9,-73.52,32.054N,-64.430E,201208220545
511,-10.89,-73.31,32.054N,-64.430E,201208220600
512,-10.92,-73.36,32.054N,-64.430E,201208220615
513,-10.87,-72.93,32.054N,-64.430E,201208220630
514,-10.89,-73.06,32.054N,-64.430E,201208220645
515,-10.91,-73.06,32.054N,-64.430E,201208220700
516,-10.93,-73.0,32.054N,-64.430E,201208220715
517,-10.94,-73.08,32.054N,-64.430E,201208220730
518,-10.92,-73.14,32.054N,-64.430E,201208220745
524,-10.92,-73.5,32.054N,-64.430E,201208220915
525,-10.9,-73.05,32.054N,-64.430E,201208220930
526,-10.89,-72.97,32.054N,-64.430E,201208220945
527,-10.91,-72.89,32.054N,-64.430E,201208221000
528,-10.89,-72.93,32.054N,-64.430E,201208221015
529,-10.93,-73.17,32.054N,-64.430E,201208221030
530,-10.95,-73.21,32.054N,-64.430E,201208221045
531,-10.92,-73.03,32.054N,-64.430E,201208221100
532,-10.87,-72.57,32.054N,-64.430E,201208221115
533,-10.86,-72.56,32.054N,-64.430E,201208221130
534,-10.83,-72.72,32.054N,-64.430E,201208221145
535,-10.81,-72.44,32.054N,-64.430E,201208221200
536,-10.84,-72.87,32.054N,-64.430E,201208221215
537,-10.84,-73.42,32.054N,-64.430E,201208221230
538,-10.79,-72.83,32.054N,-64.430E,201208221245
539,-10.74,-72.39,32.054N,-64.430E,201208221300
540,-10.75,-72.37,32.054N,-64.430E,201208221315
541,-10.73,-72.19,32.054N,-64.430E,201208221330
542,-10.76,-72.69,32.054N,-64.430E,201208221345
543,-10.75,-72.63,32.054N,-64.430E,201208221400
544,-10.74,-72.45,32.054N,-64.430E,201208221415
545,-10.83,-73.01,32.054N,-64.430E,201208221430
546,-10.78,-73.03,32.054N,-64.430E,201208221445
547,-10.74,-72.58,32.054N,-64.430E,201208221500
548,-10.73,-72.66,32.054N,-64.430E,201208221515
549,-10.68,-72.55,32.054N,-64.430E,201208221530
550,-10.76,-72.75,32.054N,-64.430E,201208221545
551,-10.8,-72.98,32.054N,-64.430E,201208221600
552,-10.81,-73.22,32.054N,-64.430E,201208221615
557,-10.88,-73.57,32.054N,-64.430E,201208221730
558,-10.84,-73.17,32.054N,-64.430E,201208221745
559,-10.81,-73.03,32.054N,-64.430E,201208221800
560,-10.8,-73.01,32.054N,-64.430E,201208221815
561,-10.77,-72.65,32.054N,-64.430E,201208221830
562,-10.78,-72.75,32.054N,-64.430E,201208221845
563,-10.71,-72.43,32.054N,-64.430E,201208221900
564,-10.7,-72.42,32.054N,-64.430E,201208221915
565,-10.66,-72.16,32.054N,-64.430E,201208221930
566,-10.75,-72.66,32.054N,-64.430E,201208221945
567,-10.77,-72.91,32.054N,-64.430E,201208222000
568,-10.75,-72.82,32.054N,-64.430E,201208222015
569,-10.85,-73.6,32.054N,-64.430E,201208222030
570,-10.9,-73.75,32.054N,-64.430E,201208222045
571,-11.01,-74.29,32.054N,-64.430E,201208222100
572,-11.2,-75.6,32.054N,-64.430E,201208222115
573,-11.24,-76.01,32.054N,-64.430E,201208222130
574,-11.05,-74.8,32.054N,-64.430E,201208222145
575,-10.98,-74.21,32.054N,-64.430E,201208222200
576,-10.97,-74.1,32.054N,-64.430E,201208222215
577,-11.02,-74.22,32.054N,-64.430E,201208222230
578,-10.98,-73.92,32.054N,-64.430E,201208222245
579,-11.05,-74.32,32.054N,-64.430E,201208222300
580,-11.02,-74.53,32.054N,-64.430E,201208222315
581,-11.01,-74.37,32.054N,-64.430E,201208222330
582,-10.98,-74.21,32.054N,-64.430E,201208222345
583,-10.96,-74.13,32.054N,-64.430E,201208230000
584,-11.01,-74.55,32.054N,-64.430E,201208230015
585,-11.05,-74.78,32.054N,-64.430E,201208230030
586,-11.03,-74.9,32.054N,-64.430E,201208230045
587,-10.88,-73.68,32.054N,-64.430E,201208230100
588,-10.94,-74.11,32.054N,-64.430E,201208230115
592,-10.91,-74.78,32.054N,-64.430E,201208230215
593,-10.87,-74.21,32.054N,-64.430E,201208230230
594,-10.82,-73.8,32.054N,-64.430E,201208230245
595,-10.77,-73.41,32.054N,-64.430E,201208230300
596,-10.74,-73.26,32.054N,-64.430E,201208230315
597,-10.77,-73.61,32.054N,-64.430E,201208230330
598,-10.8,-73.96,32.054N,-64.430E,201208230345
599,-10.71,-73.42,32.054N,-64.430E,201208230400
600,-10.77,-73.94,32.054N,-64.430E,201208230415
601,-10.78,-73.88,32.054N,-64.430E,201208230430
602,-10.79,-74.19,32.054N,-64.430E,201208230445
603,-10.72,-73.99,32.054N,-64.430E,201208230500
604,-10.78,-74.88,32.054N,-64.430E,201208230515
605,-10.86,-75.82,32.054N,-64.430E,201208230530
606,-10.82,-75.49,32.054N,-64.430E,201208230545
607,-10.74,-74.93,32.054N,-64.430E,201208230600
608,-10.71,-74.8,32.054N,-64.430E,201208230615
609,-10.66,-74.56,32.054N,-64.430E,201208230630
610,-10.54,-73.96,32.054N,-64.430E,201208230645
611,-10.5,-73.63,32.054N,-64.430E,201208230700
612,-10.42,-73.04,32.054N,-64.430E,201208230715
613,-10.39,-72.92,32.054N,-64.430E,201208230730
614,-10.39,-72.82,32.054N,-64.430E,201208230745
615,-10.38,-72.94,32.054N,-64.430E,201208230800
619,-10.52,-74.99,32.054N,-64.430E,201208230900
620,-10.5,-74.44,32.054N,-64.430E,201208230915
621,-10.38,-73.62,32.054N,-64.430E,201208230930
622,-10.37,-73.44,32.054N,-64.430E,201208230945
623,-10.32,-73.05,32.054N,-64.430E,201208231000
624,-10.25,-72.98,32.054N,-64.430E,201208231015
625,-10.16,-72.7,32.054N,-64.430E,201208231030
626,-10.23,-73.29,32.054N,-64.430E,201208231045
627,-10.21,-73.27,32.054N,-64.430E,201208231100
628,-10.18,-73.07,32.054N,-64.430E,201208231115
629,-10.11,-72.8,32.054N,-64.430E,201208231130
630,-10.12,-72.99,32.054N,-64.430E,201208231145
631,-10.06,-72.29,32.054N,-64.430E,201208231200
