,Delta_18O,Delta_D,Latitude,Longitude,TIMESTAMP
2093,-11.02,-74.53,32.054N,-64.430E,201209071730
2094,-11.05,-74.7,32.054N,-64.430E,201209071745
2095,-11.15,-75.21,32.054N,-64.430E,201209071800
2096,-11.16,-75.35,32.054N,-64.430E,201209071815
2097,-11.2,-75.59,32.054N,-64.430E,201209071830
2098,-11.17,-75.39,32.054N,-64.430E,201209071845
2099,-11.22,-75.8,32.054N,-64.430E,201209071900
2100,-11.19,-75.29,32.054N,-64.430E,201209071915
2101,-11.21,-75.55,32.054N,-64.430E,201209071930
2102,-11.23,-75.79,32.054N,-64.430E,201209071945
2103,-11.23,-75.55,32.054N,-64.430E,201209072000
2104,-11.32,-76.32,32.054N,-64.430E,201209072015
2105,-11.32,-76.09,32.054N,-64.430E,201209072030
2106,-11.27,-75.97,32.054N,-64.430E,201209072045
2107,-11.2,-75.54,32.054N,-64.430E,201209072100
2108,-11.15,-75.01,32.054N,-64.430E,201209072115
2109,-11.16,-75.11,32.054N,-64.430E,201209072130
2110,-11.25,-75.63,32.054N,-64.430E,201209072145
2111,-11.41,-76.77,32.054N,-64.430E,201209072200
2112,-11.36,-76.19,32.054N,-64.430E,201209072215
2113,-11.39,-76.48,32.054N,-64.430E,201209072230
2119,-11.31,-76.29,32.054N,-64.430E,201209080000
2120,-11.25,-75.58,32.054N,-64.430E,201209080015
2121,-11.26,-75.74,32.054N,-64.430E,201209080030
2122,-11.24,-75.6,32.054N,-64.430E,201209080045
2123,-11.11,-74.87,32.054N,-64.430E,201209080100
2124,-10.99,-74.13,32.054N,-64.430E,201209080115
2125,-10.99,-73.98,32.054N,-64.430E,201209080130
2126,-10.91,-73.48,32.054N,-64.430E,201209080145
2127,-10.89,-73.44,32.054N,-64.430E,201209080200
2128,-10.93,-73.95,32.054N,-64.430E,201209080215
2129,-10.95,-73.88,32.054N,-64.430E,201209080230
2130,-10.89,-73.62,32.054N,-64.430E,201209080245
2131,-10.94,-73.4,32.054N,-64.430E,201209080300
2132,-10.96,-73.9,32.054N,-64.430E,201209080315
2133,-11.04,-74.35,32.054N,-64.430E,201209080330
2134,-11.06,-74.42,32.054N,-64.430E,201209080345
2135,-10.94,-74.0,32.054N,-64.430E,201209080400
2136,-10.85,-73.18,32.054N,-64.430E,201209080415
2137,-10.77,-72.97,32.054N,-64.430E,201209080430
2138,-10.72,-72.68,32.054N,-64.430E,201209080445
2139,-10.74,-72.58,32.054N,-64.430E,201209080500
2140,-10.75,-72.63,32.054N,-64.430E,201209080515
2141,-10.75,-72.65,32.054N,-64.430E,201209080530
2142,-10.72,-72.59,32.054N,-64.430E,201209080545
2143,-10.62,-71.51,32.054N,-64.430E,201209080600
2144,-10.49,-70.52,32.054N,-64.430E,201209080615
2145,-10.43,-71.09,32.054N,-64.430E,201209080630
2146,-10.48,-71.89,32.054N,-64.430E,201209080645
2147,-10.52,-71.9,32.054N,-64.430E,201209080700
2148,-10.57,-72.2,32.054N,-64.430E,201209080715
2149,-10.6,-72.23,32.054N,-64.430E,201209080730
2150,-10.67,-72.77,32.054N,-64.430E,201209080745
2151,-10.71,-72.94,32.054N,-64.430E,201209080800
2152,-10.67,-72.29,32.054N,-64.430E,201209080815
2153,-10.64,-72.2,32.054N,-64.430E,201209080830
2154,-10.75,-72.7,32.054N,-64.430E,201209080845
2155,-10.87,-73.29,32.054N,-64.430E,201209080900
2156,-11.02,-74.1,32.054N,-64.430E,201209080915
2157,-11.05,-74.33,32.054N,-64.430E,201209080930
2162,-11.11,-75.29,32.054N,-64.430E,201209081045
2163,-11.08,-75.1,32.054N,-64.430E,201209081100
2164,-10.96,-74.02,32.054N,-64.430E,201209081115
2165,-10.94,-74.1,32.054N,-64.430E,201209081130
2166,-10.93,-73.99,32.054N,-64.430E,201209081145
2167,-10.86,-73.45,32.054N,-64.430E,201209081200
2168,-10.83,-73.09,32.054N,-64.430E,201209081215
2169,-11.0,-74.42,32.054N,-64.430E,201209081230
2170,-11.14,-75.64,32.054N,-64.430E,201209081245
2171,-11.05,-74.93,32.054N,-64.430E,201209081300
2172,-11.09,-75.16,32.054N,-64.430E,201209081315
2173,-11.07,-74.98,32.054N,-64.430E,201209081330
2174,-11.17,-75.6,32.054N,-64.430E,201209081345
2175,-11.2,-75.79,32.054N,-64.430E,201209081400
2176,-11.15,-75.37,32.054N,-64.430E,201209081415
2177,-11.11,-74.96,32.054N,-64.430E,201209081430
2178,-11.14,-75.22,32.054N,-64.430E,201209081445
2179,-11.2,-75.55,32.054N,-64.430E,201209081500
2180,-11.25,-75.88,32.054N,-64.430E,201209081515
2181,-11.21,-75.54,32.054N,-64.430E,201209081530
2182,-11.12,-74.91,32.054N,-64.430E,201209081545
2183,-11.01,-74.37,32.054N,-64.430E,201209081600
2184,-11.02,-74.09,32.054N,-64.430E,201209081615
2185,-10.97,-73.67,32.054N,-64.430E,201209081630
2186,-10.91,-73.42,32.054N,-64.430E,201209081645
2187,-10.86,-73.11,32.054N,-64.430E,201209081700
2188,-10.96,-73.94,32.054N,-64.430E,201209081715
2189,-10.98,-74.01,32.054N,-64.430E,201209081730
2190,-11.0,-74.3,32.054N,-64.430E,201209081745
2191,-10.96,-73.88,32.054N,-64.430E,201209081800
2192,-10.91,-73.8,32.054N,-64.430E,201209081815
2193,-10.99,-74.33,32.054N,-64.430E,201209081830
2194,-10.94,-73.85,32.054N,-64.430E,201209081845
2195,-10.91,-73.9,32.054N,-64.430E,201209081900
2196,-10.88,-73.49,32.054N,-64.430E,201209081915
2197,-10.83,-73.57,32.054N,-64.430E,201209081930
2198,-10.84,-73.69,32.054N,-64.430E,201209081945
2199,-10.88,-74.28,32.054N,-64.430E,201209082000
2200,-10.67,-72.8,32.054N,-64.430E,201209082015
2201,-10.84,-73.91,32.054N,-64.430E,201209082030
2202,-10.79,-73.39,32.054N,-64.430E,201209082045
2207,-10.64,-73.55,32.054N,-64.430E,201209082200
2208,-10.7,-73.72,32.054N,-64.430E,201209082215
2209,-10.71,-73.79,32.054N,-64.430E,201209082230
2210,-10.76,-74.01,32.054N,-64.430E,201209082245
2211,-10.77,-74.12,32.054N,-64.430E,201209082300
2215,-10.54,-72.81,32.054N,-64.430E,201209090000
2216,-10.55,-72.71,32.054N,-64.430E,201209090015
2217,-10.51,-72.69,32.054N,-64.430E,201209090030
2218,-10.55,-72.88,32.054N,-64.430E,201209090045
2219,-10.44,-72.37,32.054N,-64.430E,201209090100
2220,-10.5,-72.9,32.054N,-64.430E,201209090115
2221,-10.57,-73.42,32.054N,-64.430E,201209090130
2222,-10.62,-73.65,32.054N,-64.430E,201209090145
2223,-10.72,-74.31,32.054N,-64.430E,201209090200
2224,-10.74,-74.5,32.054N,-64.430E,201209090215
2225,-10.76,-74.6,32.054N,-64.430E,201209090230
2227,-10.77,-74.87,32.054N,-64.430E,201209090300
2228,-10.76,-74.69,32.054N,-64.430E,201209090315
2229,-10.91,-75.52,32.054N,-64.430E,201209090330
2230,-10.84,-75.0,32.054N,-64.430E,201209090345
2231,-10.92,-75.32,32.054N,-64.430E,201209090400
2232,-10.77,-74.65,32.054N,-64.430E,201209090415
2233,-10.79,-74.96,32.054N,-64.430E,201209090430
2234,-10.89,-75.7,32.054N,-64.430E,201209090445
2235,-10.97,-76.07,32.054N,-64.430E,201209090500
2236,-11.05,-76.74,32.054N,-64.430E,201209090515
2237,-11.08,-76.96,32.054N,-64.430E,201209090530
2238,-10.97,-76.33,32.054N,-64.430E,201209090545
2239,-11.26,-78.15,32.054N,-64.430E,201209090600
2240,-11.34,-78.73,32.054N,-64.430E,201209090615
2243,-11.14,-78.4,32.054N,-64.430E,201209090700
2244,-11.19,-77.77,32.054N,-64.430E,201209090715
2245,-11.17,-77.61,32.054N,-64.430E,201209090730
2246,-11.17,-77.66,32.054N,-64.430E,201209090745
2247,-10.99,-76.22,32.054N,-64.430E,201209090800
2248,-11.09,-76.72,32.054N,-64.430E,201209090815
2249,-11.11,-76.94,32.054N,-64.430E,201209090830
2250,-11.18,-77.14,32.054N,-64.430E,201209090845
2251,-11.21,-77.62,32.054N,-64.430E,201209090900
2256,-11.12,-77.07,32.054N,-64.430E,201209091015
2257,-11.13,-76.95,32.054N,-64.430E,201209091030
2258,-11.27,-77.76,32.054N,-64.430E,201209091045
2259,-11.3,-77.96,32.054N,-64.430E,201209091100
2260,-11.35,-78.49,32.054N,-64.430E,201209091115
2261,-11.1,-76.79,32.054N,-64.430E,201209091130
2262,-10.96,-75.85,32.054N,-64.430E,201209091145
2263,-11.03,-76.35,32.054N,-64.430E,201209091200
2264,-10.95,-75.67,32.054N,-64.430E,201209091215
2265,-10.94,-75.56,32.054N,-64.430E,201209091230
2266,-11.01,-76.0,32.054N,-64.430E,201209091245
2267,-10.97,-75.7,32.054N,-64.430E,201209091300
2268,-10.93,-75.46,32.054N,-64.430E,201209091315
2269,-10.77,-74.4,32.054N,-64.430E,201209091330
2270,-10.91,-75.22,32.054N,-64.430E,201209091345
2271,-11.05,-76.23,32.054N,-64.430E,201209091400
2272,-11.03,-76.11,32.054N,-64.430E,201209091415
2273,-10.95,-75.46,32.054N,-64.430E,201209091430
2274,-10.94,-75.5,32.054N,-64.430E,201209091445
2275,-10.86,-75.01,32.054N,-64.430E,201209091500
2276,-11.0,-75.68,32.054N,-64.430E,201209091515
2277,-10.87,-74.82,32.054N,-64.430E,201209091530
2278,-10.82,-74.49,32.054N,-64.430E,201209091545
2279,-10.72,-73.89,32.054N,-64.430E,201209091600
2280,-10.76,-74.17,32.054N,-64.430E,201209091615
2281,-10.55,-72.83,32.054N,-64.430E,201209091630
2282,-10.66,-73.53,32.054N,-64.430E,201209091645
2283,-10.89,-75.05,32.054N,-64.430E,201209091700
2284,-10.96,-75.94,32.054N,-64.430E,201209091715
2285,-10.96,-75.75,32.054N,-64.430E,201209091730
2286,-10.93,-75.39,32.054N,-64.430E,201209091745
2287,-10.97,-75.81,32.054N,-64.430E,201209091800
2288,-10.93,-75.65,32.054N,-64.430E,201209091815
2289,-10.86,-75.25,32.054N,-64.430E,201209091830
2290,-10.76,-74.65,32.054N,-64.430E,201209091845
2291,-10.76,-74.61,32.054N,-64.430E,201209091900
2292,-10.76,-74.5,32.054N,-64.430E,201209091915
2293,-10.74,-74.55,32.054N,-64.430E,201209091930
2294,-10.68,-74.15,32.054N,-64.430E,201209091945
2295,-10.63,-73.87,32.054N,-64.430E,201209092000
2296,-10.48,-72.95,32.054N,-64.430E,201209092015
2297,-10.53,-73.47,32.054N,-64.430E,201209092030
2302,-10.56,-73.78,32.054N,-64.430E,201209092145
2303,-10.48,-73.43,32.054N,-64.430E,201209092200
2304,-10.55,-73.64,32.054N,-64.430E,201209092215
2305,-10.6,-73.81,32.054N,-64.430E,201209092230
2306,-10.6,-73.8,32.054N,-64.430E,201209092245
2307,-10.61,-73.9,32.054N,-64.430E,201209092300
2308,-10.49,-73.13,32.054N,-64.430E,201209092315
2309,-10.48,-72.93,32.054N,-64.430E,201209092330
2310,-10.37,-72.41,32.054N,-64.430E,201209092345
2311,-10.39,-72.67,32.054N,-64.430E,201209100000
2312,-10.34,-72.34,32.054N,-64.430E,201209100015
2313,-10.41,-72.82,32.054N,-64.430E,201209100030
2314,-10.46,-73.02,32.054N,-64.430E,201209100045
2315,-10.34,-72.25,32.054N,-64.430E,201209100100
2316,-10.39,-72.4,32.054N,-64.430E,201209100115
2317,-10.36,-72.23,32.054N,-64.430E,201209100130
2318,-10.4,-72.46,32.054N,-64.430E,201209100145
2319,-10.48,-73.04,32.054N,-64.430E,201209100200
2320,-10.45,-72.84,32.054N,-64.430E,201209100215
2321,-10.4,-72.61,32.054N,-64.430E,201209100230
2322,-10.56,-73.4,32.054N,-64.430E,201209100245
2323,-10.65,-74.05,32.054N,-64.430E,201209100300
2324,-10.58,-73.6,32.054N,-64.430E,201209100315
2325,-10.45,-72.49,32.054N,-64.430E,201209100330
2326,-10.57,-73.18,32.054N,-64.430E,201209100345
2327,-10.63,-73.91,32.054N,-64.430E,201209100400
2328,-10.72,-74.55,32.054N,-64.430E,201209100415
2329,-10.61,-73.74,32.054N,-64.430E,201209100430
2330,-10.75,-74.47,32.054N,-64.430E,201209100445
2331,-10.85,-75.27,32.054N,-64.430E,201209100500
2332,-10.83,-75.22,32.054N,-64.430E,201209100515
2333,-10.88,-75.48,32.054N,-64.430E,201209100530
2334,-10.89,-75.33,32.054N,-64.430E,201209100545
2335,-10.87,-75.21,32.054N,-64.430E,201209100600
2336,-10.77,-74.45,32.054N,-64.430E,201209100615
2337,-10.74,-74.39,32.054N,-64.430E,201209100630
2338,-10.87,-75.05,32.054N,-64.430E,201209100645
2339,-10.8,-74.5,32.054N,-64.430E,201209100700
2340,-10.79,-74.44,32.054N,-64.430E,201209100715
2341,-10.75,-74.37,32.054N,-64.430E,201209100730
2342,-10.68,-73.78,32.054N,-64.430E,201209100745
2343,-10.8,-74.47,32.054N,-64.430E,201209100800
2344,-10.77,-74.32,32.054N,-64.430E,201209100815
2345,-10.8,-74.63,32.054N,-64.430E,201209100830
2350,-10.92,-75.51,32.054N,-64.430E,201209100945
2351,-10.83,-74.66,32.054N,-64.430E,201209101000
2352,-10.99,-75.73,32.054N,-64.430E,201209101015
2353,-10.87,-74.85,32.054N,-64.430E,201209101030
2354,-10.9,-74.98,32.054N,-64.430E,201209101045
2355,-10.95,-75.08,32.054N,-64.430E,201209101100
2356,-10.98,-75.07,32.054N,-64.430E,201209101115
2357,-11.09,-75.58,32.054N,-64.430E,201209101130
2358,-11.11,-75.68,32.054N,-64.430E,201209101145
2359,-11.2,-76.11,32.054N,-64.430E,201209101200
2360,-11.26,-76.49,32.054N,-64.430E,201209101215
2361,-11.27,-76.6,32.054N,-64.430E,201209101230
2362,-11.35,-76.88,32.054N,-64.430E,201209101245
2363,-11.37,-76.94,32.054N,-64.430E,201209101300
2364,-11.38,-77.0,32.054N,-64.430E,201209101315
2365,-11.44,-77.21,32.054N,-64.430E,201209101330
2366,-11.41,-77.01,32.054N,-64.430E,201209101345
2367,-11.47,-77.23,32.054N,-64.430E,201209101400
2368,-11.49,-77.45,32.054N,-64.430E,201209101415
2369,-11.51,-77.42,32.054N,-64.430E,201209101430
2370,-11.59,-77.74,32.054N,-64.430E,201209101445
2371,-11.55,-77.62,32.054N,-64.430E,201209101500
2372,-11.51,-77.19,32.054N,-64.430E,201209101515
2373,-11.45,-76.88,32.054N,-64.430E,201209101530
2374,-11.4,-76.47,32.054N,-64.430E,201209101545
2375,-11.42,-76.36,32.054N,-64.430E,201209101600
2376,-11.42,-76.35,32.054N,-64.430E,201209101615
2377,-11.4,-76.07,32.054N,-64.430E,201209101630
2378,-11.35,-75.66,32.054N,-64.430E,201209101645
2379,-11.38,-76.0,32.054N,-64.430E,201209101700
2380,-11.36,-75.98,32.054N,-64.430E,201209101715
2381,-11.32,-75.79,32.054N,-64.430E,201209101730
2382,-11.36,-75.8,32.054N,-64.430E,201209101745
2383,-11.36,-76.05,32.054N,-64.430E,201209101800
2384,-11.37,-75.98,32.054N,-64.430E,201209101815
2385,-11.33,-75.72,32.054N,-64.430E,201209101830
2386,-11.36,-76.2,32.054N,-64.430E,201209101845
2387,-11.31,-75.54,32.054N,-64.430E,201209101900
2388,-11.31,-75.64,32.054N,-64.430E,201209101915
2389,-11.31,-75.65,32.054N,-64.430E,201209101930
2390,-11.33,-75.87,32.054N,-64.430E,201209101945
2391,-11.32,-75.89,32.054N,-64.430E,201209102000
2392,-11.32,-76.08,32.054N,-64.430E,201209102015
2398,-11.51,-76.72,32.054N,-64.430E,201209102145
2399,-11.54,-76.63,32.054N,-64.430E,201209102200
2400,-11.68,-77.13,32.054N,-64.430E,201209102215
2401,-11.72,-77.38,32.054N,-64.430E,201209102230
2402,-11.77,-77.55,32.054N,-64.430E,201209102245
2403,-11.98,-78.68,32.054N,-64.430E,201209102300
2404,-12.14,-79.61,32.054N,-64.430E,201209102315
2405,-12.26,-80.79,32.054N,-64.430E,201209102330
2406,-12.14,-80.0,32.054N,-64.430E,201209102345
2407,-11.99,-78.77,32.054N,-64.430E,201209110000
2408,-11.95,-78.41,32.054N,-64.430E,201209110015
2409,-11.92,-77.85,32.054N,-64.430E,201209110030
2410,-11.91,-77.67,32.054N,-64.430E,201209110045
2411,-11.99,-78.2,32.054N,-64.430E,201209110100
2412,-12.1,-78.75,32.054N,-64.430E,201209110115
2413,-12.16,-79.09,32.054N,-64.430E,201209110130
2414,-12.12,-78.6,32.054N,-64.430E,201209110145
2415,-12.1,-78.98,32.054N,-64.430E,201209110200
2416,-12.1,-79.1,32.054N,-64.430E,201209110215
2417,-12.05,-78.82,32.054N,-64.430E,201209110230
2418,-12.03,-78.77,32.054N,-64.430E,201209110245
2419,-12.1,-79.48,32.054N,-64.430E,201209110300
2420,-12.01,-78.65,32.054N,-64.430E,201209110315
2421,-11.96,-78.58,32.054N,-64.430E,201209110330
2422,-11.85,-78.19,32.054N,-64.430E,201209110345
2423,-11.76,-77.98,32.054N,-64.430E,201209110400
2424,-11.69,-77.76,32.054N,-64.430E,201209110415
2425,-11.57,-77.36,32.054N,-64.430E,201209110430
2426,-11.42,-76.82,32.054N,-64.430E,201209110445
2427,-11.4,-76.58,32.054N,-64.430E,201209110500
2428,-11.27,-75.95,32.054N,-64.430E,201209110515
2429,-11.19,-75.71,32.054N,-64.430E,201209110530
2430,-10.92,-73.85,32.054N,-64.430E,201209110545
2431,-10.89,-73.64,32.054N,-64.430E,201209110600
2432,-10.82,-73.8,32.054N,-64.430E,201209110615
2433,-11.02,-74.53,32.054N,-64.430E,201209110630
2434,-10.56,-72.22,32.054N,-64.430E,201209110645
2435,-10.54,-72.27,32.054N,-64.430E,201209110700
2436,-10.55,-72.48,32.054N,-64.430E,201209110715
2437,-10.59,-72.65,32.054N,-64.430E,201209110730
2438,-10.53,-72.41,32.054N,-64.430E,201209110745
2439,-10.48,-72.3,32.054N,-64.430E,201209110800
2440,-10.38,-71.92,32.054N,-64.430E,201209110815
2441,-10.4,-72.26,32.054N,-64.430E,201209110830
2442,-10.41,-72.52,32.054N,-64.430E,201209110845
2443,-10.58,-73.51,32.054N,-64.430E,201209110900
2444,-10.57,-73.63,32.054N,-64.430E,201209110915
2445,-10.49,-73.1,32.054N,-64.430E,201209110930
2446,-10.41,-72.6,32.054N,-64.430E,201209110945
2447,-10.39,-72.47,32.054N,-64.430E,201209111000
2448,-10.3,-72.01,32.054N,-64.430E,201209111015
2449,-10.28,-71.9,32.054N,-64.430E,201209111030
2450,-10.24,-71.67,32.054N,-64.430E,201209111045
2455,-10.66,-76.32,32.054N,-64.430E,201209111200
2456,-10.75,-76.43,32.054N,-64.430E,201209111215
2457,-10.65,-75.65,32.054N,-64.430E,201209111230
2458,-10.51,-75.06,32.054N,-64.430E,201209111245
2459,-10.75,-76.73,32.054N,-64.430E,201209111300
2460,-10.62,-75.87,32.054N,-64.430E,201209111315
2461,-10.65,-75.8,32.054N,-64.430E,201209111330
2462,-10.56,-74.9,32.054N,-64.430E,201209111345
2463,-10.68,-75.27,32.054N,-64.430E,201209111400
2464,-10.78,-75.94,32.054N,-64.430E,201209111415
2465,-10.88,-76.39,32.054N,-64.430E,201209111430
2466,-10.97,-76.62,32.054N,-64.430E,201209111445
2467,-11.06,-76.9,32.054N,-64.430E,201209111500
2468,-11.2,-77.91,32.054N,-64.430E,201209111515
2469,-11.33,-78.76,32.054N,-64.430E,201209111530
2470,-11.65,-80.92,32.054N,-64.430E,201209111545
2471,-11.82,-81.75,32.054N,-64.430E,201209111600
2472,-12.05,-83.08,32.054N,-64.430E,201209111615
2473,-12.23,-84.23,32.054N,-64.430E,201209111630
2474,-12.47,-86.06,32.054N,-64.430E,201209111645
2475,-12.92,-89.18,32.054N,-64.430E,201209111700
2476,-12.91,-89.44,32.054N,-64.430E,201209111715
2477,-12.63,-87.48,32.054N,-64.430E,201209111730
2478,-12.58,-87.14,32.054N,-64.430E,201209111745
2479,-12.5,-86.74,32.054N,-64.430E,201209111800
2480,-12.42,-86.67,32.054N,-64.430E,201209111815
2481,-12.61,-88.01,32.054N,-64.430E,201209111830
2482,-12.66,-88.76,32.054N,-64.430E,201209111845
2483,-12.77,-90.05,32.054N,-64.430E,201209111900
2484,-12.73,-90.19,32.054N,-64.430E,201209111915
2485,-12.65,-89.9,32.054N,-64.430E,201209111930
2486,-12.65,-90.13,32.054N,-64.430E,201209111945
2487,-12.66,-90.19,32.054N,-64.430E,201209112000
2488,-12.38,-88.33,32.054N,-64.430E,201209112015
2489,-12.13,-86.56,32.054N,-64.430E,201209112030
2490,-12.12,-86.5,32.054N,-64.430E,201209112045
2491,-12.12,-86.18,32.054N,-64.430E,201209112100
2492,-12.47,-88.86,32.054N,-64.430E,201209112115
2497,-12.66,-91.3,32.054N,-64.430E,201209112230
2498,-12.61,-90.61,32.054N,-64.430E,201209112245
2499,-12.54,-90.31,32.054N,-64.430E,201209112300
2500,-12.73,-91.92,32.054N,-64.430E,201209112315
2501,-12.62,-91.08,32.054N,-64.430E,201209112330
2502,-12.57,-90.94,32.054N,-64.430E,201209112345
2503,-12.71,-91.76,32.054N,-64.430E,201209120000
2504,-12.65,-91.21,32.054N,-64.430E,201209120015
2505,-13.01,-94.31,32.054N,-64.430E,201209120030
2506,-13.28,-97.12,32.054N,-64.430E,201209120045
2507,-13.05,-94.59,32.054N,-64.430E,201209120100
2508,-13.35,-96.7,32.054N,-64.430E,201209120115
2509,-13.21,-95.5,32.054N,-64.430E,201209120130
2510,-13.28,-96.23,32.054N,-64.430E,201209120145
2511,-13.01,-93.59,32.054N,-64.430E,201209120200
2512,-13.35,-96.45,32.054N,-64.430E,201209120215
2513,-12.99,-93.63,32.054N,-64.430E,201209120230
2514,-12.71,-90.0,32.054N,-64.430E,201209120245
2515,-12.81,-91.02,32.054N,-64.430E,201209120300
2516,-13.32,-96.34,32.054N,-64.430E,201209120315
2517,-13.22,-95.14,32.054N,-64.430E,201209120330
2518,-12.88,-92.02,32.054N,-64.430E,201209120345
2519,-13.16,-93.97,32.054N,-64.430E,201209120400
2520,-13.12,-93.76,32.054N,-64.430E,201209120415
2521,-13.33,-95.7,32.054N,-64.430E,201209120430
2522,-13.07,-93.21,32.054N,-64.430E,201209120445
2523,-13.26,-93.33,32.054N,-64.430E,201209120500
2524,-13.3,-94.95,32.054N,-64.430E,201209120515
2525,-12.94,-91.85,32.054N,-64.430E,201209120530
2526,-12.96,-92.27,32.054N,-64.430E,201209120545
2527,-13.05,-93.08,32.054N,-64.430E,201209120600
2528,-13.16,-93.94,32.054N,-64.430E,201209120615
2529,-12.92,-92.74,32.054N,-64.430E,201209120630
2530,-12.95,-92.17,32.054N,-64.430E,201209120645
2531,-12.91,-91.36,32.054N,-64.430E,201209120700
2532,-12.9,-91.53,32.054N,-64.430E,201209120715
2533,-12.92,-93.02,32.054N,-64.430E,201209120730
2534,-12.98,-93.4,32.054N,-64.430E,201209120745
2535,-12.88,-92.97,32.054N,-64.430E,201209120800
2536,-12.61,-90.99,32.054N,-64.430E,201209120815
2537,-12.82,-92.16,32.054N,-64.430E,201209120830
2538,-12.8,-91.56,32.054N,-64.430E,201209120845
2539,-13.23,-95.05,32.054N,-64.430E,201209120900
2540,-13.39,-95.79,32.054N,-64.430E,201209120915
2541,-13.08,-94.02,32.054N,-64.430E,201209120930
2542,-12.84,-91.75,32.054N,-64.430E,201209120945
2548,-13.41,-95.13,32.054N,-64.430E,201209121115
2549,-12.99,-93.08,32.054N,-64.430E,201209121130
2550,-13.5,-96.86,32.054N,-64.430E,201209121145
2551,-14.77,-105.56,32.054N,-64.430E,201209121200
2552,-15.59,-112.52,32.054N,-64.430E,201209121215
2553,-15.8,-114.51,32.054N,-64.430E,201209121230
2554,-16.46,-121.12,32.054N,-64.430E,201209121245
2555,-16.2,-119.56,32.054N,-64.430E,201209121300
2556,-16.25,-120.55,32.054N,-64.430E,201209121315
2557,-16.47,-121.74,32.054N,-64.430E,201209121330
2558,-17.1,-126.47,32.054N,-64.430E,201209121345
2559,-17.42,-128.63,32.054N,-64.430E,201209121400
2560,-17.58,-129.73,32.054N,-64.430E,201209121415
2561,-17.49,-128.73,32.054N,-64.430E,201209121430
2562,-17.21,-126.64,32.054N,-64.430E,201209121445
2563,-16.44,-120.87,32.054N,-64.430E,201209121500
2564,-15.92,-116.48,32.054N,-64.430E,201209121515
2565,-15.82,-113.73,32.054N,-64.430E,201209121530
2566,-16.18,-116.37,32.054N,-64.430E,201209121545
2567,-16.5,-118.67,32.054N,-64.430E,201209121600
2568,-17.25,-124.24,32.054N,-64.430E,201209121615
2569,-17.44,-126.16,32.054N,-64.430E,201209121630
2570,-17.36,-125.95,32.054N,-64.430E,201209121645
2571,-16.81,-121.24,32.054N,-64.430E,201209121700
2572,-16.68,-122.02,32.054N,-64.430E,201209121715
2573,-16.69,-122.03,32.054N,-64.430E,201209121730
2574,-16.09,-115.95,32.054N,-64.430E,201209121745
2575,-15.95,-114.83,32.054N,-64.430E,201209121800
2576,-16.28,-117.88,32.054N,-64.430E,201209121815
2577,-16.45,-119.34,32.054N,-64.430E,201209121830
2578,-16.39,-119.22,32.054N,-64.430E,201209121845
2579,-16.23,-117.49,32.054N,-64.430E,201209121900
2580,-15.97,-115.06,32.054N,-64.430E,201209121915
2581,-15.11,-109.12,32.054N,-64.430E,201209121930
2582,-14.58,-105.43,32.054N,-64.430E,201209121945
2583,-14.32,-103.5,32.054N,-64.430E,201209122000
2584,-14.08,-101.52,32.054N,-64.430E,201209122015
2585,-13.95,-100.5,32.054N,-64.430E,201209122030
2586,-14.04,-101.1,32.054N,-64.430E,201209122045
2587,-14.05,-100.9,32.054N,-64.430E,201209122100
2588,-13.93,-99.93,32.054N,-64.430E,201209122115
2589,-14.09,-100.91,32.054N,-64.430E,201209122130
2590,-14.14,-101.79,32.054N,-64.430E,201209122145
2591,-13.96,-100.47,32.054N,-64.430E,201209122200
2592,-14.01,-99.92,32.054N,-64.430E,201209122215
2593,-15.93,-114.18,32.054N,-64.430E,201209122230
2594,-15.29,-110.75,32.054N,-64.430E,201209122245
2595,-14.15,-101.05,32.054N,-64.430E,201209122300
2600,-14.45,-103.54,32.054N,-64.430E,201209130015
2601,-14.2,-100.95,32.054N,-64.430E,201209130030
2602,-13.86,-98.86,32.054N,-64.430E,201209130045
2603,-13.16,-94.2,32.054N,-64.430E,201209130100
2604,-12.95,-92.64,32.054N,-64.430E,201209130115
2605,-12.65,-90.57,32.054N,-64.430E,201209130130
2606,-12.45,-88.98,32.054N,-64.430E,201209130145
2607,-12.45,-88.97,32.054N,-64.430E,201209130200
2608,-12.31,-87.94,32.054N,-64.430E,201209130215
2609,-12.09,-86.46,32.054N,-64.430E,201209130230
2610,-12.64,-90.1,32.054N,-64.430E,201209130245
2611,-13.65,-95.61,32.054N,-64.430E,201209130300
2612,-12.88,-91.5,32.054N,-64.430E,201209130315
2613,-12.38,-88.26,32.054N,-64.430E,201209130330
2614,-12.31,-88.54,32.054N,-64.430E,201209130345
2615,-12.31,-88.64,32.054N,-64.430E,201209130400
2616,-12.14,-87.01,32.054N,-64.430E,201209130415
2617,-12.21,-87.68,32.054N,-64.430E,201209130430
2618,-11.9,-85.77,32.054N,-64.430E,201209130445
2619,-12.11,-86.97,32.054N,-64.430E,201209130500
2620,-12.06,-86.58,32.054N,-64.430E,201209130515
2621,-11.93,-85.93,32.054N,-64.430E,201209130530
2622,-11.99,-86.34,32.054N,-64.430E,201209130545
2623,-12.11,-87.32,32.054N,-64.430E,201209130600
2624,-12.21,-87.96,32.054N,-64.430E,201209130615
2625,-11.95,-85.81,32.054N,-64.430E,201209130630
2626,-11.73,-84.38,32.054N,-64.430E,201209130645
