TIMESTAMP,Latitude,lontitude,Q,Delta_18O,Delta_18O_std,Delta_D,Delta_D_std,T,RH,P,Pricipitation,Rn,U,WD
201405152145,-5.491,-3.967,25807.5886,-10.79,-9999,-74.01,-9999,26.78,0.75,101.275,-9999,-9999,7,143.1
201405152200,-5.461,-3.974,25996.7605,-10.77,-9999,-73.85,-9999,26.72,0.757,101.27,-9999,-9999,6.6,139.1
201405152215,-5.431,-3.98,25665.69174,-10.83,-9999,-74.21,-9999,26.73,0.746,101.27,-9999,-9999,7.3,141.7
201405152230,-5.401,-3.987,25397.62239,-10.86,-9999,-74.52,-9999,26.73,0.737,101.268,-9999,-9999,6.8,146.8
201405152245,-5.371,-3.993,25413.39269,-10.9,-9999,-74.69,-9999,26.74,0.737,101.27,-9999,-9999,7,144.3
201405152300,-5.34,-3.999,25129.49817,-11,-9999,-75.34,-9999,26.84,0.727,101.265,-9999,-9999,7.5,143.9
201405152315,-5.309,-4,25571.08529,-10.92,-9999,-74.85,-9999,26.9,0.739,101.251,-9999,-9999,6.6,147.8
201405152330,-5.277,-4,25870.64893,-10.84,-9999,-74.5,-9999,26.88,0.746,101.245,-9999,-9999,7.3,153.8
201405152345,-5.244,-4,26327.7456,-10.81,-9999,-74.18,-9999,26.9,0.759,101.239,-9999,-9999,7.1,150
201405160000,-5.211,-4,26170.14408,-10.84,-9999,-74.35,-9999,26.9,0.757,101.224,-9999,-9999,7,146.6
201405160015,-5.178,-4,26170.14408,-10.8,-9999,-74.51,-9999,26.87,0.752,101.206,-9999,-9999,7.3,150.4
201405160030,-5.144,-4,3166426.693,-9999,-9999,-9999,-9999,26.92,0.749,101.191,-9999,-9999,7.4,141.3
201405160045,-5.111,-4,3166426.693,-9999,-9999,-9999,-9999,26.9,0.752,101.176,-9999,-9999,6.8,143.7
201405160100,-5.079,-4,26233.18696,-10.74,-9999,-74.35,-9999,26.88,0.758,101.162,-9999,-9999,6.8,151
201405160115,-5.046,-4,25933.70624,-10.86,-9999,-74.78,-9999,26.79,0.754,101.142,-9999,-9999,7,149.8
201405160130,-5.015,-4.001,25854.88414,-10.92,-9999,-74.95,-9999,26.71,0.751,101.131,-9999,-9999,7.3,149.9
201405160145,-5.004,-4,25649.92447,-10.93,-9999,-74.99,-9999,26.68,0.75,101.118,-9999,-9999,8.5,153.4
201405160200,-5.003,-3.998,25760.29135,-10.92,-9999,-74.83,-9999,26.67,0.755,101.114,-9999,-9999,8,154.3
201405160215,-5.003,-3.995,25697.2257,-10.97,-9999,-75.32,-9999,26.68,0.751,101.089,-9999,-9999,8,149.1
201405160230,-5.002,-3.992,25208.36393,-11.06,-9999,-76.04,-9999,26.69,0.737,101.07,-9999,-9999,8.7,146.2
201405160245,-5.002,-3.99,24813.98765,-11.15,-9999,-76.47,-9999,26.69,0.728,101.054,-9999,-9999,8.7,148.8
201405160300,-5.002,-3.987,24703.54102,-11.19,-9999,-76.6,-9999,26.7,0.721,101.035,-9999,-9999,8.4,148.5
201405160315,-5.002,-3.984,25066.40215,-11.1,-9999,-75.98,-9999,26.7,0.731,101.02,-9999,-9999,8.2,149.9
201405160330,-4.991,-3.991,24940.20098,-11.11,-9999,-76.16,-9999,26.7,0.728,101.024,-9999,-9999,6.5,154.6
201405160345,-4.96,-3.998,25508.01053,-11.01,-9999,-75.39,-9999,26.7,0.742,101.027,-9999,-9999,6.7,154.5
201405160400,-4.928,-4,25492.24137,-10.96,-9999,-75.08,-9999,26.68,0.742,101.029,-9999,-9999,6.9,155.8
201405160415,-4.895,-4,25571.08529,-10.94,-9999,-74.87,-9999,26.7,0.744,101.013,-9999,-9999,6.7,154.4
201405160430,-4.863,-4,25665.69174,-10.9,-9999,-74.67,-9999,26.7,0.747,101.011,-9999,-9999,6.7,157.1
201405160445,-4.829,-4,25760.29135,-10.83,-9999,-74.39,-9999,26.67,0.75,101.019,-9999,-9999,6.5,160.4
201405160500,-4.796,-4,25397.62239,-10.9,-9999,-74.63,-9999,26.67,0.741,101.023,-9999,-9999,6.5,158.2
201405160515,-4.763,-4,25602.62153,-10.84,-9999,-74.28,-9999,26.67,0.743,101.03,-9999,-9999,7,159.4
201405160530,-4.73,-4,25744.52522,-10.84,-9999,-74.17,-9999,26.68,0.749,101.036,-9999,-9999,6.5,161
201405160545,-4.697,-4,25933.70624,-10.82,-9999,-73.9,-9999,26.7,0.755,101.047,-9999,-9999,5.9,156.3
201405160600,-4.664,-4,26107.09816,-10.78,-9999,-73.72,-9999,26.7,0.758,101.064,-9999,-9999,6.2,159.6
201405160615,-4.632,-4,26264.70727,-10.74,-9999,-73.61,-9999,26.7,0.764,101.083,-9999,-9999,6.1,155.2
201405160630,-4.6,-4,26343.5047,-10.73,-9999,-73.37,-9999,26.82,0.762,101.1,-9999,-9999,6.3,155.6
201405160645,-4.568,-4,25744.52522,-10.81,-9999,-73.94,-9999,26.91,0.742,101.106,-9999,-9999,5.9,158.5
201405160700,-4.537,-4,25917.9422,-10.78,-9999,-73.82,-9999,27.18,0.737,101.122,-9999,-9999,5.8,155.1
201405160715,-4.507,-4.004,26044.04921,-10.77,-9999,-73.77,-9999,27.43,0.728,101.134,-9999,-9999,5.4,150.6
201405160730,-4.497,-4.002,25539.54829,-10.82,-9999,-74.1,-9999,27.49,0.713,101.134,-9999,-9999,7.1,150.1
201405160745,-4.498,-4,25571.08529,-10.83,-9999,-74.01,-9999,27.65,0.708,101.156,-9999,-9999,6.1,141.8
201405160800,-4.497,-3.999,25917.9422,-10.77,-9999,-73.5,-9999,27.81,0.712,101.185,-9999,-9999,6.3,145.2
201405160815,-4.494,-3.999,26248.94721,-10.7,-9999,-73.05,-9999,27.93,0.716,101.203,-9999,-9999,5.2,145.3
201405160830,-4.492,-3.998,26327.7456,-10.66,-9999,-72.85,-9999,28.1,0.712,101.212,-9999,-9999,5.8,144.2
201405160845,-4.489,-3.998,26170.14408,-10.69,-9999,-72.91,-9999,28.09,0.708,101.227,-9999,-9999,5.6,145.4
201405160900,-4.488,-3.997,25791.82304,-10.65,-9999,-73.13,-9999,27.87,0.705,101.226,-9999,-9999,5.7,156.2
201405160915,-4.472,-3.999,25586.85351,-10.68,-9999,-73.29,-9999,28.09,0.692,101.226,-9999,-9999,5.1,169.9
201405160930,-4.442,-4,25902.17796,-10.68,-9999,-73.33,-9999,28.34,0.692,101.22,-9999,-9999,5.2,166.2
201405160945,-4.412,-4,26422.2974,-10.59,-9999,-72.81,-9999,27.93,0.72,101.22,-9999,-9999,5.1,172.3
201405161000,-4.383,-4,26611.38054,-10.57,-9999,-72.54,-9999,28.01,0.721,101.213,-9999,-9999,5.3,166.7
201405161015,-4.352,-4,26564.11231,-10.59,-9999,-72.56,-9999,27.99,0.721,101.204,-9999,-9999,6,163.7
201405161030,-4.321,-4,26690.15712,-10.56,-9999,-72.32,-9999,28.16,0.717,101.187,-9999,-9999,5.9,159.5
201405161045,-4.291,-4,26453.81315,-10.58,-9999,-72.33,-9999,28.26,0.708,101.18,-9999,-9999,5.6,156.3
201405161100,-4.259,-4,26154.38288,-10.6,-9999,-72.48,-9999,28.47,0.693,101.173,-9999,-9999,5.5,160
201405161115,-4.228,-4,26469.57075,-10.56,-9999,-72.23,-9999,28.43,0.703,101.157,-9999,-9999,5.7,161.8
201405161130,-4.197,-4,26564.11231,-10.55,-9999,-72.22,-9999,28.55,0.698,101.144,-9999,-9999,5.7,154.3
201405161145,-4.166,-4,26753.17497,-10.51,-9999,-72.08,-9999,28.88,0.692,101.129,-9999,-9999,6,158.2
201405161200,-4.135,-4,26564.11231,-10.55,-9999,-72.22,-9999,28.93,0.686,101.121,-9999,-9999,5.7,159.6
201405161215,-4.104,-4,27257.20863,-10.46,-9999,-71.7,-9999,28.98,0.701,101.109,-9999,-9999,5.9,158.3
201405161230,-4.074,-4,26642.89174,-10.53,-9999,-72.01,-9999,28.88,0.689,101.088,-9999,-9999,6,154.7
201405161245,-4.043,-4,26768.92896,-10.52,-9999,-71.97,-9999,29.22,0.682,101.071,-9999,-9999,5.9,155.9
201405161300,-4.016,-4.002,26501.08536,-10.55,-9999,-72.15,-9999,28.46,0.703,101.054,-9999,-9999,6.9,157.7
201405161315,-4.006,-4.001,26296.22681,-10.56,-9999,-72.1,-9999,28.35,0.699,101.021,-9999,-9999,7.3,156.4
201405161330,-4.008,-3.998,26910.70634,-10.47,-9999,-71.68,-9999,28.35,0.716,100.987,-9999,-9999,7.5,159.8
201405161345,-4.009,-3.996,27288.70429,-10.39,-9999,-71.28,-9999,28.18,0.726,100.975,-9999,-9999,7.7,165.1
201405161400,-4.01,-3.993,3166426.693,-9999,-9999,-9999,-9999,28.13,0.723,100.96,-9999,-9999,6.9,164.5
201405161415,-4.011,-3.991,3166426.693,-9999,-9999,-9999,-9999,28.13,0.715,100.946,-9999,-9999,6.5,161.3
201405161430,-4.013,-3.989,27052.46836,-10.4,-9999,-71.59,-9999,28.12,0.729,100.926,-9999,-9999,6.8,166.3
201405161445,-4.013,-3.988,26800.43637,-10.45,-9999,-71.58,-9999,28.05,0.726,100.911,-9999,-9999,6.8,162.4
201405161500,-3.992,-3.996,26658.64706,-10.5,-9999,-71.76,-9999,28.42,0.707,100.899,-9999,-9999,6.2,162.3
201405161515,-3.961,-4,26469.57075,-10.5,-9999,-71.98,-9999,28.61,0.695,100.888,-9999,-9999,6,157.3
201405161530,-3.929,-4,26658.64706,-10.5,-9999,-71.85,-9999,28.77,0.694,100.887,-9999,-9999,6.1,157.6
201405161545,-3.898,-4,26642.89174,-10.51,-9999,-71.77,-9999,28.84,0.69,100.897,-9999,-9999,6.3,161.2
201405161600,-3.866,-4,26485.32815,-10.5,-9999,-71.72,-9999,28.94,0.68,100.894,-9999,-9999,6.2,160.1
201405161615,-3.834,-4,26784.68276,-10.46,-9999,-71.49,-9999,28.93,0.69,100.896,-9999,-9999,5.8,163.2
201405161630,-3.803,-4,26942.21033,-10.46,-9999,-71.52,-9999,28.84,0.697,100.9,-9999,-9999,6.2,159.5
201405161645,-3.772,-4,27383.18673,-10.38,-9999,-71.09,-9999,28.62,0.716,100.9,-9999,-9999,6.3,161.9
201405161700,-3.742,-4,27524.89759,-10.39,-9999,-71.07,-9999,28.66,0.719,100.896,-9999,-9999,6.1,160.2
201405161715,-3.711,-4,27603.61923,-10.33,-9999,-71,-9999,28.34,0.736,100.876,-9999,-9999,6.6,155.1
201405161730,-3.681,-4,27650.84993,-10.34,-9999,-70.99,-9999,27.94,0.752,100.883,-9999,-9999,6.5,157.5
201405161745,-3.651,-4,27792.53183,-10.32,-9999,-70.96,-9999,27.89,0.759,100.894,-9999,-9999,7.3,153.7
201405161800,-3.621,-4,27824.01461,-10.35,-9999,-70.84,-9999,27.89,0.759,100.909,-9999,-9999,6.8,132.1
201405161815,-3.59,-4,27650.84993,-10.41,-9999,-71.15,-9999,27.8,0.758,100.911,-9999,-9999,6.9,141.2
201405161830,-3.56,-4,27949.93817,-10.33,-9999,-70.74,-9999,27.8,0.768,100.919,-9999,-9999,7,141.7
201405161845,-3.53,-4,27572.13114,-10.37,-9999,-70.93,-9999,27.78,0.758,100.914,-9999,-9999,7.2,140.9
201405161900,-3.502,-4.004,27257.20863,-10.39,-9999,-71.18,-9999,27.67,0.753,100.927,-9999,-9999,7.1,141.3
201405161915,-3.498,-4,27052.46836,-10.41,-9999,-71.17,-9999,27.54,0.752,100.942,-9999,-9999,7.9,146.3
201405161930,-3.497,-3.998,27241.46051,-10.4,-9999,-71.17,-9999,27.57,0.754,100.968,-9999,-9999,7.9,137.9
201405161945,-3.495,-3.996,27776.79015,-10.3,-9999,-70.53,-9999,27.6,0.769,100.993,-9999,-9999,8.1,133.9
201405162000,-3.493,-3.994,26894.95405,-10.39,-9999,-71.15,-9999,27.57,0.747,101.01,-9999,-9999,8,136.6
201405162015,-3.492,-3.992,26705.91187,-10.44,-9999,-71.32,-9999,27.6,0.741,101.021,-9999,-9999,7.9,134
201405162030,-3.49,-3.99,27036.71778,-10.36,-9999,-71.04,-9999,27.6,0.748,101.038,-9999,-9999,7.7,134
201405162045,-3.489,-3.989,27493.40762,-10.3,-9999,-70.69,-9999,27.61,0.76,101.059,-9999,-9999,7.8,128.7
201405162100,-3.471,-3.992,27351.69334,-10.35,-9999,-70.87,-9999,27.7,0.755,101.096,-9999,-9999,6.9,133.2
201405162115,-3.441,-3.999,27619.36298,-10.37,-9999,-70.87,-9999,27.73,0.764,101.11,-9999,-9999,6.4,130.2
201405162130,-3.412,-3.999,27540.6423,-10.35,-9999,-70.78,-9999,27.75,0.761,101.121,-9999,-9999,6.2,121.2
201405162145,-3.383,-4,27178.46616,-10.41,-9999,-71.12,-9999,27.8,0.749,101.136,-9999,-9999,7,125.3
201405162200,-3.354,-4.001,27052.46836,-10.43,-9999,-71.26,-9999,27.8,0.745,101.148,-9999,-9999,7.2,124.3
201405162215,-3.325,-4.002,26973.71357,-10.45,-9999,-71.35,-9999,27.8,0.742,101.157,-9999,-9999,6.4,122.8
201405162230,-3.295,-4.003,26894.95405,-10.46,-9999,-71.31,-9999,27.72,0.742,101.149,-9999,-9999,5.5,118.5
201405162245,-3.266,-4.002,27005.21606,-10.46,-9999,-71.29,-9999,27.72,0.744,101.137,-9999,-9999,5.4,130.5
201405162300,-3.236,-4.001,27115.46877,-10.43,-9999,-71.22,-9999,27.73,0.748,101.123,-9999,-9999,5.1,122.5
201405162315,-3.206,-4,27414.67936,-10.41,-9999,-71.05,-9999,27.7,0.757,101.116,-9999,-9999,5.3,130.4
201405162330,-3.176,-3.998,27572.13114,-10.38,-9999,-70.86,-9999,27.7,0.762,101.104,-9999,-9999,5.7,129.2
201405162345,-3.146,-3.998,27225.71221,-10.44,-9999,-71.21,-9999,27.61,0.754,101.09,-9999,-9999,5.9,127.8
201405170000,-3.116,-3.998,27068.21875,-10.44,-9999,-71.34,-9999,27.61,0.749,101.075,-9999,-9999,6.3,129.8
201405170015,-3.087,-4.001,26910.70634,-10.47,-9999,-71.52,-9999,27.61,0.747,101.074,-9999,-9999,6.4,132.4
201405170030,-3.057,-4.003,27335.94636,-10.42,-9999,-71.2,-9999,27.6,0.759,101.056,-9999,-9999,6.1,130.3
201405170045,-3.028,-4.004,27383.18673,-10.43,-9999,-71.29,-9999,27.59,0.763,101.039,-9999,-9999,5.9,132.6
201405170100,-3.006,-4.005,27068.21875,-10.45,-9999,-71.46,-9999,27.5,0.755,101.02,-9999,-9999,6.2,132.3
201405170115,-3.005,-4.002,27461.91688,-10.4,-9999,-71.03,-9999,27.44,0.768,101.003,-9999,-9999,6.6,138.6
201405170130,-3.005,-3.999,26674.40218,-10.49,-9999,-71.75,-9999,27.4,0.748,100.997,-9999,-9999,6.5,138.9
201405170145,-3.005,-3.997,26894.95405,-10.51,-9999,-72.01,-9999,27.41,0.747,100.989,-9999,-9999,6.3,139.6
201405170200,-3.005,-3.995,3166426.693,-9999,-9999,-9999,-9999,27.41,0.751,100.975,-9999,-9999,6.4,143.3
201405170215,-3.005,-3.993,3166426.693,-9999,-9999,-9999,-9999,27.4,0.768,100.954,-9999,-9999,6.6,142
201405170230,-3.005,-3.991,27414.67936,-10.37,-9999,-71.69,-9999,27.4,0.768,100.94,-9999,-9999,6.9,144.7
201405170245,-3.006,-3.988,27414.67936,-10.43,-9999,-71.73,-9999,27.41,0.77,100.94,-9999,-9999,6.3,141.2
201405170300,-2.993,-3.994,27446.17123,-10.42,-9999,-71.7,-9999,27.46,0.768,100.941,-9999,-9999,5.6,141.7
201405170315,-2.962,-3.999,27855.49664,-10.4,-9999,-71.44,-9999,27.5,0.777,100.911,-9999,-9999,5.6,136.7
201405170330,-2.929,-4.002,27650.84993,-10.43,-9999,-71.57,-9999,27.47,0.773,100.907,-9999,-9999,4.8,140
201405170345,-2.895,-4.003,27729.56399,-10.44,-9999,-71.5,-9999,27.47,0.774,100.91,-9999,-9999,4.2,141.3
201405170400,-2.861,-4.001,28123.06328,-10.34,-9999,-71.12,-9999,27.5,0.785,100.915,-9999,-9999,3.8,128.7
201405170415,-2.827,-4,27666.59312,-10.43,-9999,-71.53,-9999,27.49,0.774,100.901,-9999,-9999,3.8,130
201405170430,-2.793,-4,27855.49664,-10.37,-9999,-71.34,-9999,27.5,0.778,100.9,-9999,-9999,3.5,139.8
201405170445,-2.759,-3.999,27446.17123,-10.43,-9999,-71.57,-9999,27.47,0.766,100.911,-9999,-9999,4.2,139.2
201405170500,-2.725,-3.999,27729.56399,-10.39,-9999,-71.36,-9999,27.5,0.774,100.945,-9999,-9999,4.4,141.1
201405170515,-2.691,-3.998,28075.84961,-10.38,-9999,-71.15,-9999,27.5,0.784,100.936,-9999,-9999,4.8,150.6
201405170530,-2.658,-3.998,27839.75572,-10.35,-9999,-71.14,-9999,27.5,0.778,100.951,-9999,-9999,5.1,150.3
201405170545,-2.624,-3.997,27808.27331,-10.37,-9999,-71.28,-9999,27.5,0.775,100.961,-9999,-9999,5.4,148.8
201405170600,-2.591,-3.998,28044.37289,-10.37,-9999,-71.26,-9999,27.56,0.782,100.99,-9999,-9999,5.5,150.4
201405170615,-2.557,-3.999,28248.95807,-10.32,-9999,-70.94,-9999,27.6,0.785,101.009,-9999,-9999,5.6,151.8
201405170630,-2.524,-4.001,27871.23736,-10.36,-9999,-71.29,-9999,27.6,0.773,101.007,-9999,-9999,5.7,158.1
201405170645,-2.495,-4.007,27524.89759,-10.42,-9999,-71.66,-9999,27.69,0.76,101.006,-9999,-9999,5.9,153.9
201405170700,-2.496,-4.003,27902.71825,-10.34,-9999,-71.1,-9999,27.76,0.767,101.011,-9999,-9999,6.8,158.4
201405170715,-2.497,-4.003,28201.74894,-10.29,-9999,-70.86,-9999,27.91,0.771,101.031,-9999,-9999,6.6,150.1
201405170730,-2.496,-4.002,28500.71131,-10.22,-9999,-70.42,-9999,28.09,0.769,101.058,-9999,-9999,7.1,146.7
201405170745,-2.495,-4.002,28217.48551,-10.3,-9999,-71,-9999,28.47,0.746,101.079,-9999,-9999,7.1,144
201405170800,-2.494,-4,28626.56977,-10.28,-9999,-70.83,-9999,28.59,0.754,101.098,-9999,-9999,6.8,144.1
201405170815,-2.492,-4,28453.51127,-10.33,-9999,-71.25,-9999,28.63,0.746,101.111,-9999,-9999,6.4,144.8
201405170830,-2.487,-4,28437.77754,-10.3,-9999,-71.31,-9999,28.83,0.737,101.136,-9999,-9999,6.3,144.6
201405170845,-2.46,-4.001,29255.68052,-10.19,-9999,-70.62,-9999,29.16,0.744,101.136,-9999,-9999,5.8,151
201405170900,-2.43,-4.001,29208.50771,-10.21,-9999,-70.68,-9999,28.97,0.753,101.143,-9999,-9999,6.5,145.9
201405170915,-2.4,-4.001,28752.41613,-10.34,-9999,-71.3,-9999,28.91,0.744,101.137,-9999,-9999,6.2,145.4
201405170930,-2.37,-4.001,29145.60798,-10.28,-9999,-70.98,-9999,29.09,0.745,101.131,-9999,-9999,6.5,136.9
201405170945,-2.341,-4.001,29397.18875,-10.22,-9999,-70.67,-9999,29.02,0.757,101.13,-9999,-9999,6.6,140.1
201405171000,-2.311,-4.001,29475.79782,-10.23,-9999,-70.89,-9999,28.91,0.762,101.123,-9999,-9999,6.2,137
201405171015,-2.281,-4.001,29318.57496,-10.32,-9999,-71.44,-9999,28.9,0.759,101.119,-9999,-9999,6.9,131.1
201405171030,-2.25,-4,29318.57496,-10.36,-9999,-71.75,-9999,28.92,0.757,101.108,-9999,-9999,6.7,134.2
201405171045,-2.22,-4.001,29334.29809,-10.4,-9999,-72.12,-9999,29.01,0.756,101.106,-9999,-9999,6.4,134.8
201405171100,-2.189,-4.001,29554.40217,-10.36,-9999,-71.91,-9999,29.11,0.756,101.109,-9999,-9999,6.2,138.2
201405171115,-2.158,-4.001,29507.24013,-10.38,-9999,-72.21,-9999,29.3,0.748,101.105,-9999,-9999,6.4,141.5
201405171130,-2.127,-4.001,29680.1593,-10.37,-9999,-72.31,-9999,29.42,0.748,101.09,-9999,-9999,6.9,148
201405171145,-2.095,-4,29758.75136,-10.36,-9999,-72.26,-9999,29.61,0.742,101.077,-9999,-9999,6.3,150.8
201405171200,-2.063,-4,30057.35814,-10.27,-9999,-71.88,-9999,29.76,0.744,101.06,-9999,-9999,6.6,152.7
201405171215,-2.031,-4.001,30041.6437,-10.34,-9999,-72.32,-9999,29.64,0.748,101.05,-9999,-9999,6.6,151.3
201405171230,-2.005,-4.005,29758.75136,-10.61,-9999,-74.59,-9999,29.01,0.766,101.055,-9999,-9999,6.9,146.8
201405171245,-1.997,-4.005,29601.56251,-10.92,-9999,-76.94,-9999,29.31,0.748,101.028,-9999,-9999,6.3,152.3
201405171300,-1.997,-4.004,29522.961,-10.98,-9999,-77.42,-9999,29.43,0.737,101.011,-9999,-9999,6.2,150.3
201405171315,-1.996,-4.003,3166426.693,-9999,-9999,-9999,-9999,29.5,0.736,100.99,-9999,-9999,6.4,152
201405171330,-1.996,-4.002,3166426.693,-9999,-9999,-9999,-9999,29.42,0.746,100.966,-9999,-9999,6.5,153.1
201405171345,-1.996,-4,30575.82896,-10.23,-9999,-72.24,-9999,29.34,0.765,100.939,-9999,-9999,6.7,161.2
201405171400,-1.996,-3.999,30340.18589,-10.44,-9999,-73.64,-9999,28.95,0.781,100.919,-9999,-9999,7.3,158.6
201405171415,-1.995,-3.999,30230.20459,-10.54,-9999,-74.58,-9999,28.95,0.777,100.904,-9999,-9999,7.7,157.8
201405171430,-1.977,-4.001,30575.82896,-10.39,-9999,-73.35,-9999,29.34,0.771,100.919,-9999,-9999,6.2,155.1
201405171445,-1.945,-4.001,30418.7383,-10.54,-9999,-74.58,-9999,29.72,0.754,100.917,-9999,-9999,6.6,155.4
201405171500,-1.913,-4,30183.06692,-10.82,-9999,-76.39,-9999,29.49,0.758,100.91,-9999,-9999,6.9,147.9
201405171515,-1.881,-4,29900.20518,-11.04,-9999,-78.09,-9999,29.98,0.729,100.907,-9999,-9999,7.2,143.3
201405171530,-1.849,-4,29821.62161,-11.13,-9999,-78.97,-9999,30.19,0.72,100.894,-9999,-9999,6.8,137.8
201405171545,-1.816,-4,30167.35398,-10.99,-9999,-78.01,-9999,30.39,0.721,100.871,-9999,-9999,6.7,147.7
201405171600,-1.784,-4.001,30481.57683,-10.95,-9999,-77.87,-9999,30.36,0.729,100.871,-9999,-9999,7.3,146
201405171615,-1.751,-4.002,30167.35398,-11.11,-9999,-79.06,-9999,29.99,0.736,100.881,-9999,-9999,6.7,152.3
201405171630,-1.72,-4.001,30371.60742,-11,-9999,-78.14,-9999,30.38,0.727,100.895,-9999,-9999,5.9,148
201405171645,-1.689,-4.001,30512.99496,-10.91,-9999,-77.59,-9999,30.39,0.729,100.906,-9999,-9999,5.4,148.3
201405171700,-1.658,-4.001,30104.50035,-11.07,-9999,-78.73,-9999,29.62,0.748,100.921,-9999,-9999,6.2,147.9
201405171715,-1.627,-4.001,30512.99496,-10.89,-9999,-77.53,-9999,29.68,0.757,100.931,-9999,-9999,6.9,144.9
201405171730,-1.597,-4.001,30418.7383,-10.98,-9999,-78.28,-9999,29.23,0.773,100.916,-9999,-9999,7.2,142
201405171745,-1.566,-4.001,30654.36721,-10.99,-9999,-78.04,-9999,28.82,0.796,100.907,-9999,-9999,6.7,138.7
201405171800,-1.535,-4.001,30811.42956,-10.87,-9999,-77.45,-9999,28.4,0.818,100.925,-9999,-9999,5.2,138.2
201405171815,-1.506,-4.005,30214.49222,-11.05,-9999,-78.81,-9999,28.35,0.804,100.94,-9999,-9999,7,140.5
201405171830,-1.497,-4.006,30450.15794,-10.94,-9999,-78.16,-9999,28.4,0.808,100.956,-9999,-9999,7.7,149.6
201405171845,-1.497,-4.006,30340.18589,-10.95,-9999,-78.06,-9999,28.34,0.808,100.973,-9999,-9999,8.1,146.2
201405171900,-1.496,-4.005,29821.62161,-11.12,-9999,-79.59,-9999,28.34,0.796,100.987,-9999,-9999,8.4,145.1
201405171915,-1.495,-4.005,30151.64086,-11.01,-9999,-78.63,-9999,28.37,0.803,101.007,-9999,-9999,8.3,142.6
201405171930,-1.494,-4.005,30355.89675,-10.85,-9999,-77.56,-9999,28.34,0.809,101.029,-9999,-9999,8.7,145.2
201405171945,-1.493,-4.005,30088.78647,-10.94,-9999,-78.14,-9999,28.37,0.801,101.056,-9999,-9999,8.8,145.4
201405172000,-1.483,-4.005,30607.24483,-10.69,-9999,-76.38,-9999,28.44,0.812,101.087,-9999,-9999,8.1,142.6
201405172015,-1.452,-4.004,30214.49222,-10.85,-9999,-77.42,-9999,28.24,0.811,101.082,-9999,-9999,7.7,157
201405172030,-1.421,-4.002,30842.83977,-10.6,-9999,-75.57,-9999,28.22,0.828,101.094,-9999,-9999,6.9,157.1
201405172045,-1.391,-4.001,31031.28516,-10.58,-9999,-75.61,-9999,28.3,0.83,101.106,-9999,-9999,8,148.9
201405172100,-1.361,-4,30403.0282,-11.35,-9999,-81.26,-9999,27.7,0.845,101.129,-9999,-9999,6.6,152.8
201405172115,-1.331,-3.999,31282.50342,-10.62,-9999,-75.77,-9999,27.85,0.859,101.13,-9999,-9999,7.4,141.2
201405172130,-1.3,-3.999,30403.0282,-11,-9999,-78.6,-9999,28.22,0.82,101.148,-9999,-9999,8,135.7
201405172145,-1.27,-3.999,30434.44822,-11.04,-9999,-78.91,-9999,28.4,0.81,101.166,-9999,-9999,7,147
201405172200,-1.24,-3.999,30512.99496,-11.05,-9999,-79.06,-9999,28.4,0.811,101.169,-9999,-9999,7,144.3
201405172215,-1.21,-3.999,30670.0743,-10.95,-9999,-78.34,-9999,28.4,0.814,101.158,-9999,-9999,6.8,149.3
201405172230,-1.179,-3.999,30622.95248,-11,-9999,-78.81,-9999,28.4,0.814,101.159,-9999,-9999,7,146
201405172245,-1.15,-3.999,30324.47484,-11.14,-9999,-79.87,-9999,28.4,0.811,101.143,-9999,-9999,6.8,145.9
201405172300,-1.121,-3.999,30654.36721,-10.94,-9999,-78.47,-9999,28.3,0.818,101.13,-9999,-9999,6.5,148.7
201405172315,-1.093,-3.999,30607.24483,-10.98,-9999,-78.56,-9999,28.3,0.818,101.131,-9999,-9999,6.6,144.4
201405172330,-1.064,-3.999,30591.53699,-10.99,-9999,-78.64,-9999,28.3,0.817,101.122,-9999,-9999,6.4,141.8
201405172345,-1.033,-4,30560.12074,-10.98,-9999,-78.48,-9999,28.3,0.818,101.123,-9999,-9999,5.6,140.5
201405180000,-1.006,-4.001,30418.7383,-11,-9999,-78.67,-9999,28.26,0.816,101.116,-9999,-9999,6.1,142.3
201405180015,-1.002,-3.999,30308.76361,-11.02,-9999,-78.85,-9999,28.2,0.814,101.103,-9999,-9999,6.7,141.7
201405180030,-0.999,-3.997,30198.77966,-11.02,-9999,-78.77,-9999,28.2,0.811,101.076,-9999,-9999,7.4,140.2
201405180045,-0.997,-3.996,29978.78402,-11.06,-9999,-79.03,-9999,28.2,0.807,101.062,-9999,-9999,7.4,139.1
201405180100,-0.996,-3.995,30355.89675,-10.89,-9999,-77.83,-9999,28.19,0.817,101.049,-9999,-9999,7.5,140
201405180115,-0.995,-3.993,30245.91677,-10.96,-9999,-78.41,-9999,28.14,0.815,101.039,-9999,-9999,7.4,139.5
201405180130,-0.994,-3.992,30073.0724,-11.04,-9999,-79.01,-9999,28.1,0.811,101.017,-9999,-9999,8,141.9
201405180145,-0.99,-3.991,30135.92754,-11,-9999,-78.76,-9999,28.1,0.813,101.002,-9999,-9999,7.7,141.9
201405180200,-0.966,-3.996,30371.60742,-10.89,-9999,-78.11,-9999,28.14,0.818,101.001,-9999,-9999,6.8,146.1
201405180215,-0.935,-4,30497.28599,-10.86,-9999,-77.87,-9999,28.14,0.82,100.996,-9999,-9999,6.8,145.1
