TIMESTAMP,Delta_18O (3m),Delta_D (3m),Latitude,Longitude,Landscape
201310141400,-15.846041,-249.33937,44.72N,93.10W,Cropland
201310141500,-15.848066,-249.36286,44.72N,93.10W,Cropland
201310141600,-15.850091,-249.38634,44.72N,93.10W,Cropland
201310141700,-15.852116,-249.40982,44.72N,93.10W,Cropland
201310141800,-15.854142,-249.43331,44.72N,93.10W,Cropland
201310141900,-15.856167,-249.45679,44.72N,93.10W,Cropland
201310142000,-15.858192,-249.48028,44.72N,93.10W,Cropland
201310142100,-15.860217,-249.50376,44.72N,93.10W,Cropland
201310142200,-15.862242,-249.52725,44.72N,93.10W,Cropland
201310142300,-15.864267,-249.55073,44.72N,93.10W,Cropland
201310150000,-15.866292,-249.57421,44.72N,93.10W,Cropland
201310150100,-15.868317,-249.5977,44.72N,93.10W,Cropland
201310150200,-15.870342,-249.62118,44.72N,93.10W,Cropland
201310150300,-15.872367,-249.64467,44.72N,93.10W,Cropland
201310150400,-15.874392,-249.66815,44.72N,93.10W,Cropland
201310150500,-15.876417,-249.69163,44.72N,93.10W,Cropland
201310150600,-15.878442,-249.71512,44.72N,93.10W,Cropland
201310150700,-15.880467,-249.7386,44.72N,93.10W,Cropland
201310150800,-15.882492,-249.76209,44.72N,93.10W,Cropland
201310150900,-15.884517,-249.78557,44.72N,93.10W,Cropland
201310151000,-15.886542,-249.80905,44.72N,93.10W,Cropland
201310151100,-15.888567,-249.83254,44.72N,93.10W,Cropland
201310151200,-15.890593,-249.85602,44.72N,93.10W,Cropland
201310151300,-15.892618,-249.87951,44.72N,93.10W,Cropland
201310151400,-15.894643,-249.90299,44.72N,93.10W,Cropland
201310151500,-15.896668,-249.92648,44.72N,93.10W,Cropland
201310151600,-15.898693,-249.94996,44.72N,93.10W,Cropland
201310151700,-15.900718,-249.97344,44.72N,93.10W,Cropland
201310151800,-15.902743,-249.99693,44.72N,93.10W,Cropland
201310151900,-15.904768,-250.02041,44.72N,93.10W,Cropland
201310152000,-15.906793,-250.0439,44.72N,93.10W,Cropland
201310152100,-15.908818,-250.06738,44.72N,93.10W,Cropland
201310152200,-15.910843,-250.09086,44.72N,93.10W,Cropland
201310152300,-15.912868,-250.11435,44.72N,93.10W,Cropland
201310160000,-15.914893,-250.13783,44.72N,93.10W,Cropland
201310160100,-15.916918,-250.16132,44.72N,93.10W,Cropland
201310160200,-15.918943,-250.1848,44.72N,93.10W,Cropland
201310160300,-15.920968,-250.20829,44.72N,93.10W,Cropland
201310160400,-15.922993,-250.23177,44.72N,93.10W,Cropland
201310160500,-15.925019,-250.25525,44.72N,93.10W,Cropland
201310160600,-15.927044,-250.27874,44.72N,93.10W,Cropland
201310160700,-15.929069,-250.30222,44.72N,93.10W,Cropland
201310160800,-15.931094,-250.32571,44.72N,93.10W,Cropland
201310160900,-15.933119,-250.34919,44.72N,93.10W,Cropland
201310161000,-15.935144,-250.37267,44.72N,93.10W,Cropland
201310161100,-15.937169,-250.39616,44.72N,93.10W,Cropland
201310161200,-15.939194,-250.41964,44.72N,93.10W,Cropland
201310161300,-15.941219,-250.44313,44.72N,93.10W,Cropland
201310161400,-15.943244,-250.46661,44.72N,93.10W,Cropland
201310161500,-15.945269,-250.4901,44.72N,93.10W,Cropland
201310161600,-15.947294,-250.51358,44.72N,93.10W,Cropland
201310161700,-15.949319,-250.53706,44.72N,93.10W,Cropland
201310161800,-15.951344,-250.56055,44.72N,93.10W,Cropland
201310161900,-15.953369,-250.58403,44.72N,93.10W,Cropland
201310162000,-15.955394,-250.60752,44.72N,93.10W,Cropland
201310162100,-15.957419,-250.631,44.72N,93.10W,Cropland
201310162200,-15.959444,-250.65448,44.72N,93.10W,Cropland
201310162300,-15.96147,-250.67797,44.72N,93.10W,Cropland
201310170000,-15.963495,-250.70145,44.72N,93.10W,Cropland
201310170100,-15.96552,-250.72494,44.72N,93.10W,Cropland
201310170200,-15.967545,-250.74842,44.72N,93.10W,Cropland
201310170300,-15.96957,-250.7719,44.72N,93.10W,Cropland
201310170400,-15.971595,-250.79539,44.72N,93.10W,Cropland
201310170500,-15.97362,-250.81887,44.72N,93.10W,Cropland
201310170600,-15.975645,-250.84236,44.72N,93.10W,Cropland
201310170700,-15.97767,-250.86584,44.72N,93.10W,Cropland
201310170800,-15.979695,-250.88933,44.72N,93.10W,Cropland
201310170900,-15.98172,-250.91281,44.72N,93.10W,Cropland
201310171000,-15.983745,-250.93629,44.72N,93.10W,Cropland
201310171100,-15.98577,-250.95978,44.72N,93.10W,Cropland
201310171200,-15.987795,-250.98326,44.72N,93.10W,Cropland
201310171300,-15.98982,-251.00675,44.72N,93.10W,Cropland
201310171400,-15.991845,-251.03023,44.72N,93.10W,Cropland
201310171500,-15.99387,-251.05371,44.72N,93.10W,Cropland
201310171600,-15.995896,-251.0772,44.72N,93.10W,Cropland
201310171700,-15.997921,-251.10068,44.72N,93.10W,Cropland
201310171800,-15.999946,-251.12417,44.72N,93.10W,Cropland
201310171900,-16.001971,-251.14765,44.72N,93.10W,Cropland
201310172000,-16.003996,-251.17114,44.72N,93.10W,Cropland
201310172100,-16.006021,-251.19462,44.72N,93.10W,Cropland
201310172200,-16.008046,-251.2181,44.72N,93.10W,Cropland
201310172300,-16.010071,-251.24159,44.72N,93.10W,Cropland
201310180000,-16.012096,-251.26507,44.72N,93.10W,Cropland
201310180100,-16.014121,-251.28856,44.72N,93.10W,Cropland
201310180200,-16.016146,-251.31204,44.72N,93.10W,Cropland
201310180300,-16.018171,-251.33552,44.72N,93.10W,Cropland
201310180400,-16.020196,-251.35901,44.72N,93.10W,Cropland
201310180500,-16.022221,-251.38249,44.72N,93.10W,Cropland
201310180600,-16.024246,-251.40598,44.72N,93.10W,Cropland
201310180700,-16.026271,-251.42946,44.72N,93.10W,Cropland
201310180800,-16.028296,-251.45294,44.72N,93.10W,Cropland
201310180900,-16.030321,-251.47643,44.72N,93.10W,Cropland
201310181000,-16.032347,-251.49991,44.72N,93.10W,Cropland
201310181100,-16.034372,-251.5234,44.72N,93.10W,Cropland
201310181200,-16.036397,-251.54688,44.72N,93.10W,Cropland
201310181300,-16.038422,-251.57037,44.72N,93.10W,Cropland
201310181400,-16.040447,-251.59385,44.72N,93.10W,Cropland
201310181500,-16.042472,-251.61733,44.72N,93.10W,Cropland
201310181600,-16.044497,-251.64082,44.72N,93.10W,Cropland
201310181700,-16.046522,-251.6643,44.72N,93.10W,Cropland
201310181800,-16.048547,-251.68779,44.72N,93.10W,Cropland
201310181900,-16.050572,-251.71127,44.72N,93.10W,Cropland
201310182000,-16.052597,-251.73475,44.72N,93.10W,Cropland
201310182100,-16.054622,-251.75824,44.72N,93.10W,Cropland
201310182200,-16.056647,-251.78172,44.72N,93.10W,Cropland
201310182300,-16.058672,-251.80521,44.72N,93.10W,Cropland
201310190000,-16.060697,-251.82869,44.72N,93.10W,Cropland
201310190100,-16.062722,-251.85218,44.72N,93.10W,Cropland
201310190200,-16.064747,-251.87566,44.72N,93.10W,Cropland
201310190300,-16.066772,-251.89914,44.72N,93.10W,Cropland
201310190400,-16.068798,-251.92263,44.72N,93.10W,Cropland
201310190500,-16.070823,-251.94611,44.72N,93.10W,Cropland
201310190600,-16.072848,-251.9696,44.72N,93.10W,Cropland
201310190700,-16.074873,-251.99308,44.72N,93.10W,Cropland
201310190800,-16.076898,-252.01656,44.72N,93.10W,Cropland
201310190900,-16.078923,-252.04005,44.72N,93.10W,Cropland
201310191000,-16.080948,-252.06353,44.72N,93.10W,Cropland
201310191100,-16.082973,-252.08702,44.72N,93.10W,Cropland
201310191200,-16.084998,-252.1105,44.72N,93.10W,Cropland
201310191300,-16.087023,-252.13399,44.72N,93.10W,Cropland
201310191400,-16.089048,-252.15747,44.72N,93.10W,Cropland
201310191500,-16.091073,-252.18095,44.72N,93.10W,Cropland
201310191600,-16.093098,-252.20444,44.72N,93.10W,Cropland
201310191700,-16.095123,-252.22792,44.72N,93.10W,Cropland
201310191800,-16.097148,-252.25141,44.72N,93.10W,Cropland
201310191900,-16.099173,-252.27489,44.72N,93.10W,Cropland
201310192000,-16.101198,-252.29837,44.72N,93.10W,Cropland
201310192100,-16.103224,-252.32186,44.72N,93.10W,Cropland
201310192200,-16.105249,-252.34534,44.72N,93.10W,Cropland
201310192300,-16.107274,-252.36883,44.72N,93.10W,Cropland
201310200000,-16.109299,-252.39231,44.72N,93.10W,Cropland
201310200100,-16.111324,-252.41579,44.72N,93.10W,Cropland
201310200200,-16.113349,-252.43928,44.72N,93.10W,Cropland
201310200300,-16.115374,-252.46276,44.72N,93.10W,Cropland
201310200400,-16.117399,-252.48625,44.72N,93.10W,Cropland
201310200500,-16.119424,-252.50973,44.72N,93.10W,Cropland
201310200600,-16.121449,-252.53322,44.72N,93.10W,Cropland
201310200700,-16.123474,-252.5567,44.72N,93.10W,Cropland
201310200800,-16.125499,-252.58018,44.72N,93.10W,Cropland
201310200900,-16.127524,-252.60367,44.72N,93.10W,Cropland
201310201000,-16.129549,-252.62715,44.72N,93.10W,Cropland
201310201100,-16.131574,-252.65064,44.72N,93.10W,Cropland
201310201200,-16.133599,-252.67412,44.72N,93.10W,Cropland
201310201300,-16.135624,-252.6976,44.72N,93.10W,Cropland
201310201400,-16.137649,-252.72109,44.72N,93.10W,Cropland
201310201500,-16.139675,-252.74457,44.72N,93.10W,Cropland
201310201600,-16.1417,-252.76806,44.72N,93.10W,Cropland
201310201700,-16.143725,-252.79154,44.72N,93.10W,Cropland
201310201800,-16.14575,-252.81503,44.72N,93.10W,Cropland
201310201900,-16.147775,-252.83851,44.72N,93.10W,Cropland
201310202000,-16.1498,-252.86199,44.72N,93.10W,Cropland
201310202100,-16.151825,-252.88548,44.72N,93.10W,Cropland
201310202200,-16.15385,-252.90896,44.72N,93.10W,Cropland
201310202300,-16.155875,-252.93245,44.72N,93.10W,Cropland
201310210000,-16.1579,-252.95593,44.72N,93.10W,Cropland
201310210100,-16.159925,-252.97941,44.72N,93.10W,Cropland
201310210200,-16.16195,-253.0029,44.72N,93.10W,Cropland
201310210300,-16.163975,-253.02638,44.72N,93.10W,Cropland
201310210400,-16.166,-253.04987,44.72N,93.10W,Cropland
201310210500,-16.168025,-253.07335,44.72N,93.10W,Cropland
201310210600,-16.17005,-253.09683,44.72N,93.10W,Cropland
201310210700,-16.172075,-253.12032,44.72N,93.10W,Cropland
201310210800,-16.174101,-253.1438,44.72N,93.10W,Cropland
201310210900,-16.176126,-253.16729,44.72N,93.10W,Cropland
201310211000,-16.178151,-253.19077,44.72N,93.10W,Cropland
201310211100,-16.180176,-253.21426,44.72N,93.10W,Cropland
201310211200,-16.182201,-253.23774,44.72N,93.10W,Cropland
201310211300,-16.184226,-253.26122,44.72N,93.10W,Cropland
201310211400,-16.186251,-253.28471,44.72N,93.10W,Cropland
201310211500,-16.188276,-253.30819,44.72N,93.10W,Cropland
201310211600,-16.190301,-253.33168,44.72N,93.10W,Cropland
201310211700,-16.192326,-253.35516,44.72N,93.10W,Cropland
201310211800,-16.194351,-253.37864,44.72N,93.10W,Cropland
201310211900,-16.196376,-253.40213,44.72N,93.10W,Cropland
201310212000,-16.198401,-253.42561,44.72N,93.10W,Cropland
201310212100,-16.200426,-253.4491,44.72N,93.10W,Cropland
201310212200,-16.202451,-253.47258,44.72N,93.10W,Cropland
201310212300,-16.204476,-253.49607,44.72N,93.10W,Cropland
201310220000,-16.206501,-253.51955,44.72N,93.10W,Cropland
201310220100,-16.208526,-253.54303,44.72N,93.10W,Cropland
201310220200,-16.210552,-253.56652,44.72N,93.10W,Cropland
201310220300,-16.212577,-253.59,44.72N,93.10W,Cropland
201310220400,-16.214602,-253.61349,44.72N,93.10W,Cropland
201310220500,-16.216627,-253.63697,44.72N,93.10W,Cropland
201310220600,-16.218652,-253.66045,44.72N,93.10W,Cropland
201310220700,-16.220677,-253.68394,44.72N,93.10W,Cropland
201310220800,-16.222702,-253.70742,44.72N,93.10W,Cropland
201310220900,-16.224727,-253.73091,44.72N,93.10W,Cropland
201310221000,-16.226752,-253.75439,44.72N,93.10W,Cropland
201310221100,-16.228777,-253.77788,44.72N,93.10W,Cropland
201310221200,-16.230802,-253.80136,44.72N,93.10W,Cropland
201310221300,-16.232827,-253.82484,44.72N,93.10W,Cropland
201310221400,-16.234852,-253.84833,44.72N,93.10W,Cropland
201310221500,-16.236877,-253.87181,44.72N,93.10W,Cropland
201310221600,-16.238902,-253.8953,44.72N,93.10W,Cropland
201310221700,-16.240927,-253.91878,44.72N,93.10W,Cropland
201310221800,-16.242952,-253.94226,44.72N,93.10W,Cropland
201310221900,-16.244978,-253.96575,44.72N,93.10W,Cropland
201310222000,-16.247003,-253.98923,44.72N,93.10W,Cropland
201310222100,-16.249028,-254.01272,44.72N,93.10W,Cropland
201310222200,-16.251053,-254.0362,44.72N,93.10W,Cropland
201310222300,-16.253078,-254.05968,44.72N,93.10W,Cropland
201310230000,-16.255103,-254.08317,44.72N,93.10W,Cropland
201310230100,-16.257128,-254.10665,44.72N,93.10W,Cropland
201310230200,-16.259153,-254.13014,44.72N,93.10W,Cropland
201310230300,-16.261178,-254.15362,44.72N,93.10W,Cropland
201310230400,-16.263203,-254.17711,44.72N,93.10W,Cropland
201310230500,-16.265228,-254.20059,44.72N,93.10W,Cropland
201310230600,-16.267253,-254.22407,44.72N,93.10W,Cropland
201310230700,-16.269278,-254.24756,44.72N,93.10W,Cropland
201310230800,-16.271303,-254.27104,44.72N,93.10W,Cropland
201310230900,-16.273328,-254.29453,44.72N,93.10W,Cropland
201310231000,-16.275353,-254.31801,44.72N,93.10W,Cropland
201310231100,-16.277378,-254.34149,44.72N,93.10W,Cropland
201310231200,-16.279403,-254.36498,44.72N,93.10W,Cropland
201310231300,-16.281429,-254.38846,44.72N,93.10W,Cropland
201310231400,-16.283454,-254.41195,44.72N,93.10W,Cropland
201310231500,-16.285479,-254.43543,44.72N,93.10W,Cropland
201310231600,-16.287504,-254.45892,44.72N,93.10W,Cropland
201310231700,-16.289529,-254.4824,44.72N,93.10W,Cropland
201310231800,-16.291554,-254.50588,44.72N,93.10W,Cropland
201310231900,-16.293579,-254.52937,44.72N,93.10W,Cropland
201310232000,-16.295604,-254.55285,44.72N,93.10W,Cropland
201310232100,-16.297629,-254.57634,44.72N,93.10W,Cropland
201310232200,-16.299654,-254.59982,44.72N,93.10W,Cropland
201310232300,-16.301679,-254.6233,44.72N,93.10W,Cropland
201310240000,-16.303704,-254.64679,44.72N,93.10W,Cropland
201310240100,-16.305729,-254.67027,44.72N,93.10W,Cropland
201310240200,-16.307754,-254.69376,44.72N,93.10W,Cropland
201310240300,-16.309779,-254.71724,44.72N,93.10W,Cropland
201310240400,-16.311804,-254.74072,44.72N,93.10W,Cropland
201310240500,-16.313829,-254.76421,44.72N,93.10W,Cropland
201310240600,-16.315854,-254.78769,44.72N,93.10W,Cropland
201310240700,-16.31788,-254.81118,44.72N,93.10W,Cropland
201310240800,-16.319905,-254.83466,44.72N,93.10W,Cropland
201310240900,-16.32193,-254.85815,44.72N,93.10W,Cropland
201310241000,-16.323955,-254.88163,44.72N,93.10W,Cropland
201310241100,-16.32598,-254.90511,44.72N,93.10W,Cropland
201310241200,-16.328005,-254.9286,44.72N,93.10W,Cropland
201310241300,-16.33003,-254.95208,44.72N,93.10W,Cropland
201310241400,-16.332055,-254.97557,44.72N,93.10W,Cropland
201310241500,-16.33408,-254.99905,44.72N,93.10W,Cropland
201310241600,-16.336105,-255.02253,44.72N,93.10W,Cropland
201310241700,-16.33813,-255.04602,44.72N,93.10W,Cropland
201310241800,-16.340155,-255.0695,44.72N,93.10W,Cropland
201310241900,-16.34218,-255.09299,44.72N,93.10W,Cropland
201310242000,-16.344205,-255.11647,44.72N,93.10W,Cropland
201310242100,-16.34623,-255.13996,44.72N,93.10W,Cropland
201310242200,-16.348255,-255.16344,44.72N,93.10W,Cropland
201310242300,-16.35028,-255.18692,44.72N,93.10W,Cropland
201310250000,-16.352306,-255.21041,44.72N,93.10W,Cropland
201310250100,-16.354331,-255.23389,44.72N,93.10W,Cropland
201310250200,-16.356356,-255.25738,44.72N,93.10W,Cropland
201310250300,-16.358381,-255.28086,44.72N,93.10W,Cropland
201310250400,-16.360406,-255.30434,44.72N,93.10W,Cropland
201310250500,-16.362431,-255.32783,44.72N,93.10W,Cropland
201310250600,-16.364456,-255.35131,44.72N,93.10W,Cropland
201310250700,-16.366481,-255.3748,44.72N,93.10W,Cropland
201310250800,-16.368506,-255.39828,44.72N,93.10W,Cropland
201310250900,-16.370531,-255.42177,44.72N,93.10W,Cropland
201310251000,-16.372556,-255.44525,44.72N,93.10W,Cropland
201310251100,-16.374581,-255.46873,44.72N,93.10W,Cropland
201310251200,-16.376606,-255.49222,44.72N,93.10W,Cropland
201310251300,-16.378631,-255.5157,44.72N,93.10W,Cropland
201310251400,-16.380656,-255.53919,44.72N,93.10W,Cropland
201310251500,-16.382681,-255.56267,44.72N,93.10W,Cropland
201310251600,-16.384706,-255.58615,44.72N,93.10W,Cropland
201310251700,-16.386731,-255.60964,44.72N,93.10W,Cropland
201310251800,-16.388757,-255.63312,44.72N,93.10W,Cropland
201310251900,-16.390782,-255.65661,44.72N,93.10W,Cropland
201310252000,-16.392807,-255.68009,44.72N,93.10W,Cropland
201310252100,-16.394832,-255.70357,44.72N,93.10W,Cropland
201310252200,-16.396857,-255.72706,44.72N,93.10W,Cropland
201310252300,-16.398882,-255.75054,44.72N,93.10W,Cropland
201310260000,-16.400907,-255.77403,44.72N,93.10W,Cropland
201310260100,-16.402932,-255.79751,44.72N,93.10W,Cropland
201310260200,-16.404957,-255.821,44.72N,93.10W,Cropland
201310260300,-16.406982,-255.84448,44.72N,93.10W,Cropland
201310260400,-16.409007,-255.86796,44.72N,93.10W,Cropland
201310260500,-16.411032,-255.89145,44.72N,93.10W,Cropland
201310260600,-16.413057,-255.91493,44.72N,93.10W,Cropland
201310260700,-16.415082,-255.93842,44.72N,93.10W,Cropland
201310260800,-16.417107,-255.9619,44.72N,93.10W,Cropland
201310260900,-16.419132,-255.98538,44.72N,93.10W,Cropland
201310261000,-16.421157,-256.00887,44.72N,93.10W,Cropland
201310261100,-16.423183,-256.03235,44.72N,93.10W,Cropland
201310261200,-16.425208,-256.05584,44.72N,93.10W,Cropland
201310261300,-16.427233,-256.07932,44.72N,93.10W,Cropland
201310261400,-16.429258,-256.10281,44.72N,93.10W,Cropland
201310261500,-16.431283,-256.12629,44.72N,93.10W,Cropland
201310261600,-16.433308,-256.14977,44.72N,93.10W,Cropland
201310261700,-16.435333,-256.17326,44.72N,93.10W,Cropland
201310261800,-16.437358,-256.19674,44.72N,93.10W,Cropland
201310261900,-16.439383,-256.22023,44.72N,93.10W,Cropland
201310262000,-16.441408,-256.24371,44.72N,93.10W,Cropland
201310262100,-16.443433,-256.26719,44.72N,93.10W,Cropland
201310262200,-16.445458,-256.29068,44.72N,93.10W,Cropland
201310262300,-16.447483,-256.31416,44.72N,93.10W,Cropland
201310270000,-16.449508,-256.33765,44.72N,93.10W,Cropland
201310270100,-16.451533,-256.36113,44.72N,93.10W,Cropland
201310270200,-16.453558,-256.38461,44.72N,93.10W,Cropland
201310270300,-16.455583,-256.4081,44.72N,93.10W,Cropland
201310270400,-16.457608,-256.43158,44.72N,93.10W,Cropland
201310270500,-16.459634,-256.45507,44.72N,93.10W,Cropland
201310270600,-16.461659,-256.47855,44.72N,93.10W,Cropland
201310270700,-16.463684,-256.50204,44.72N,93.10W,Cropland
201310270800,-16.465709,-256.52552,44.72N,93.10W,Cropland
201310270900,-16.467734,-256.549,44.72N,93.10W,Cropland
201310271000,-16.469759,-256.57249,44.72N,93.10W,Cropland
201310271100,-16.471784,-256.59597,44.72N,93.10W,Cropland
201310271200,-16.473809,-256.61946,44.72N,93.10W,Cropland
201310271300,-16.475834,-256.64294,44.72N,93.10W,Cropland
201310271400,-16.477859,-256.66642,44.72N,93.10W,Cropland
201310271500,-16.479884,-256.68991,44.72N,93.10W,Cropland
201310271600,-16.481909,-256.71339,44.72N,93.10W,Cropland
201310271700,-16.483934,-256.73688,44.72N,93.10W,Cropland
201310271800,-16.485959,-256.76036,44.72N,93.10W,Cropland
201310271900,-16.487984,-256.78385,44.72N,93.10W,Cropland
201310272000,-16.490009,-256.80733,44.72N,93.10W,Cropland
201310272100,-16.492034,-256.83081,44.72N,93.10W,Cropland
201310272200,-16.49406,-256.8543,44.72N,93.10W,Cropland
201310272300,-16.496085,-256.87778,44.72N,93.10W,Cropland
201310280000,-16.49811,-256.90127,44.72N,93.10W,Cropland
201310280100,-16.500135,-256.92475,44.72N,93.10W,Cropland
201310280200,-16.50216,-256.94823,44.72N,93.10W,Cropland
201310280300,-16.504185,-256.97172,44.72N,93.10W,Cropland
201310280400,-16.50621,-256.9952,44.72N,93.10W,Cropland
201310280500,-16.508235,-257.01869,44.72N,93.10W,Cropland
201310280600,-16.51026,-257.04217,44.72N,93.10W,Cropland
201310280700,-16.512285,-257.06566,44.72N,93.10W,Cropland
201310280800,-16.51431,-257.08914,44.72N,93.10W,Cropland
201310280900,-16.516335,-257.11262,44.72N,93.10W,Cropland
201310281000,-16.51836,-257.13611,44.72N,93.10W,Cropland
201310281100,-16.520385,-257.15959,44.72N,93.10W,Cropland
201310281200,-16.52241,-257.18308,44.72N,93.10W,Cropland
201310281300,-16.524435,-257.20656,44.72N,93.10W,Cropland
201310281400,-16.52646,-257.23004,44.72N,93.10W,Cropland
201310281500,-16.528485,-257.25353,44.72N,93.10W,Cropland
201310281600,-16.530511,-257.27701,44.72N,93.10W,Cropland
201310281700,-16.532536,-257.3005,44.72N,93.10W,Cropland
201310281800,-16.534561,-257.32398,44.72N,93.10W,Cropland
201310281900,-16.536586,-257.34746,44.72N,93.10W,Cropland
201310282000,-16.538611,-257.37095,44.72N,93.10W,Cropland
201310282100,-16.540636,-257.39443,44.72N,93.10W,Cropland
201310282200,-16.542661,-257.41792,44.72N,93.10W,Cropland
201310282300,-16.544686,-257.4414,44.72N,93.10W,Cropland
201310290000,-16.546711,-257.46489,44.72N,93.10W,Cropland
201310290100,-16.548736,-257.48837,44.72N,93.10W,Cropland
201310290200,-16.550761,-257.51185,44.72N,93.10W,Cropland
201310290300,-16.552786,-257.53534,44.72N,93.10W,Cropland
201310290400,-16.554811,-257.55882,44.72N,93.10W,Cropland
201310290500,-16.556836,-257.58231,44.72N,93.10W,Cropland
201310290600,-16.558861,-257.60579,44.72N,93.10W,Cropland
201310290700,-16.560886,-257.62927,44.72N,93.10W,Cropland
201310290800,-16.562911,-257.65276,44.72N,93.10W,Cropland
201310290900,-16.564936,-257.67624,44.72N,93.10W,Cropland
201310291000,-16.566962,-257.69973,44.72N,93.10W,Cropland
201310291100,-16.568987,-257.72321,44.72N,93.10W,Cropland
201310291200,-16.571012,-257.7467,44.72N,93.10W,Cropland
201310291300,-16.573037,-257.77018,44.72N,93.10W,Cropland
201310291400,-16.575062,-257.79366,44.72N,93.10W,Cropland
201310291500,-16.577087,-257.81715,44.72N,93.10W,Cropland
201310291600,-16.579112,-257.84063,44.72N,93.10W,Cropland
201310291700,-16.581137,-257.86412,44.72N,93.10W,Cropland
201310291800,-16.583162,-257.8876,44.72N,93.10W,Cropland
201310291900,-16.585187,-257.91108,44.72N,93.10W,Cropland
201310292000,-16.587212,-257.93457,44.72N,93.10W,Cropland
201310292100,-16.589237,-257.95805,44.72N,93.10W,Cropland
201310292200,-16.591262,-257.98154,44.72N,93.10W,Cropland
201310292300,-16.593287,-258.00502,44.72N,93.10W,Cropland
201310300000,-16.595312,-258.0285,44.72N,93.10W,Cropland
201310300100,-16.597337,-258.05199,44.72N,93.10W,Cropland
201310300200,-16.599362,-258.07547,44.72N,93.10W,Cropland
201310300300,-16.601388,-258.09896,44.72N,93.10W,Cropland
201310300400,-16.603413,-258.12244,44.72N,93.10W,Cropland
201310300500,-16.605438,-258.14593,44.72N,93.10W,Cropland
201310300600,-16.607463,-258.16941,44.72N,93.10W,Cropland
201310300700,-16.609488,-258.19289,44.72N,93.10W,Cropland
201310300800,-16.611513,-258.21638,44.72N,93.10W,Cropland
201310300900,-16.613538,-258.23986,44.72N,93.10W,Cropland
201310301000,-16.615563,-258.26335,44.72N,93.10W,Cropland
201310301100,-16.617588,-258.28683,44.72N,93.10W,Cropland
201310301200,-16.619613,-258.31031,44.72N,93.10W,Cropland
201310301300,-16.621638,-258.3338,44.72N,93.10W,Cropland
201310301400,-16.623663,-258.35728,44.72N,93.10W,Cropland
201310301500,-16.625688,-258.38077,44.72N,93.10W,Cropland
201310301600,-16.627713,-258.40425,44.72N,93.10W,Cropland
201310301700,-16.629738,-258.42774,44.72N,93.10W,Cropland
201310301800,-16.631763,-258.45122,44.72N,93.10W,Cropland
201310301900,-16.633788,-258.4747,44.72N,93.10W,Cropland
201310302000,-16.635813,-258.49819,44.72N,93.10W,Cropland
201310302100,-16.637839,-258.52167,44.72N,93.10W,Cropland
201310302200,-16.639864,-258.54516,44.72N,93.10W,Cropland
201310302300,-16.641889,-258.56864,44.72N,93.10W,Cropland
201310310000,-16.643914,-258.59212,44.72N,93.10W,Cropland
201310310100,-16.645939,-258.61561,44.72N,93.10W,Cropland
201310310200,-16.647964,-258.63909,44.72N,93.10W,Cropland
201310310300,-16.649989,-258.66258,44.72N,93.10W,Cropland
201310310400,-16.652014,-258.68606,44.72N,93.10W,Cropland
201310310500,-16.654039,-258.70955,44.72N,93.10W,Cropland
201310310600,-16.656064,-258.73303,44.72N,93.10W,Cropland
201310310700,-16.658089,-258.75651,44.72N,93.10W,Cropland
201310310800,-16.660114,-258.78,44.72N,93.10W,Cropland
201310310900,-16.662139,-258.80348,44.72N,93.10W,Cropland
201310311000,-16.664164,-258.82697,44.72N,93.10W,Cropland
201310311100,-16.666189,-258.85045,44.72N,93.10W,Cropland
201310311200,-16.668214,-258.87393,44.72N,93.10W,Cropland
201310311300,-16.670239,-258.89742,44.72N,93.10W,Cropland
201310311400,-16.672265,-258.9209,44.72N,93.10W,Cropland
201310311500,-16.67429,-258.94439,44.72N,93.10W,Cropland
201310311600,-16.676315,-258.96787,44.72N,93.10W,Cropland
201310311700,-16.67834,-258.99135,44.72N,93.10W,Cropland
201310311800,-16.680365,-259.01484,44.72N,93.10W,Cropland
201310311900,-16.68239,-259.03832,44.72N,93.10W,Cropland
201310312000,-16.684415,-259.06181,44.72N,93.10W,Cropland
201310312100,-16.68644,-259.08529,44.72N,93.10W,Cropland
201310312200,-16.688465,-259.10878,44.72N,93.10W,Cropland
201310312300,-16.69049,-259.13226,44.72N,93.10W,Cropland
201311010000,-16.692515,-259.15574,44.72N,93.10W,Cropland
201311010100,-16.69454,-259.17923,44.72N,93.10W,Cropland
201311010200,-16.696565,-259.20271,44.72N,93.10W,Cropland
201311010300,-16.69859,-259.2262,44.72N,93.10W,Cropland
201311010400,-16.700615,-259.24968,44.72N,93.10W,Cropland
201311010500,-16.70264,-259.27316,44.72N,93.10W,Cropland
201311010600,-16.704665,-259.29665,44.72N,93.10W,Cropland
201311010700,-16.70669,-259.32013,44.72N,93.10W,Cropland
201311010800,-16.708716,-259.34362,44.72N,93.10W,Cropland
201311010900,-16.710741,-259.3671,44.72N,93.10W,Cropland
201311011000,-16.712766,-259.39059,44.72N,93.10W,Cropland
201311011100,-16.714791,-259.41407,44.72N,93.10W,Cropland
201311011200,-16.716816,-259.43755,44.72N,93.10W,Cropland
201311011300,-16.718841,-259.46104,44.72N,93.10W,Cropland
201311011400,-16.720866,-259.48452,44.72N,93.10W,Cropland
201311011500,-16.722891,-259.50801,44.72N,93.10W,Cropland
201311011600,-16.724916,-259.53149,44.72N,93.10W,Cropland
201311011700,-16.726941,-259.55497,44.72N,93.10W,Cropland
